Date,Open,High,Low,Close,Volume
2024-01-08,4021.29,4109.87,4017.87,4095.44,3827107187
2024-01-09,4090.22,4097.03,4057.08,4070.76,3051107197
2024-01-10,4063.91,4098.16,4057.53,4082.63,3635641084
2024-01-11,4073.21,4077.8,4051.41,4051.57,3254179811
2024-01-12,4049.35,4055.92,3995.05,4011.9,4044053296
2024-01-15,4044.73,4059.95,3960.87,3973.43,3897001687
2024-01-16,3983.3,4012.0,3925.5,3931.6,3886385520
2024-01-17,3931.6,3954.11,3894.37,3908.35,3347887533
2024-01-18,3921.98,3989.77,3911.63,3982.03,3832853769
2024-01-19,3987.61,3992.66,3909.94,3945.21,4263101528
2024-01-22,3957.97,3960.13,3952.48,3955.46,4357663072
2024-01-23,3958.87,4026.16,3956.2,3975.05,3884592874
2024-01-24,3965.45,4075.86,3942.74,4058.96,4066831229
2024-01-25,4067.99,4112.8,4051.62,4090.65,4398632940
2024-01-26,4091.05,4102.1,4081.1,4087.1,4120984832
2024-01-29,4084.96,4104.77,4024.87,4035.06,4065108231
2024-01-30,4038.65,4063.8,4017.65,4031.48,3566364465
2024-01-31,4044.97,4057.21,4019.59,4038.94,3862037654
2024-02-01,4045.67,4065.85,4031.91,4041.51,3830754729
2024-02-02,4038.89,4098.93,4032.91,4092.98,3770316103
2024-02-05,4090.6,4111.34,4035.05,4036.55,3364770019
2024-02-06,4014.11,4106.98,4014.04,4072.44,3890462615
2024-02-07,4061.53,4086.89,4038.81,4084.43,3909781155
2024-02-08,4082.61,4086.88,3978.34,4006.49,3538748537
2024-02-09,4025.11,4069.92,4019.63,4045.58,3182025312
2024-02-12,4064.95,4075.82,3968.68,3981.49,3909513834
2024-02-13,3983.65,4049.43,3974.0,4013.35,2303509189
2024-02-14,4004.48,4007.75,4000.36,4000.58,3474428537
2024-02-15,4016.94,4026.54,3939.1,3949.7,4139824826
2024-02-16,3964.71,3999.7,3952.35,3982.88,3496105827
2024-02-19,3980.58,4075.99,3980.02,4039.28,2907918738
2024-02-20,4038.58,4045.06,4006.0,4029.97,3242135546
2024-02-21,4026.97,4047.72,3979.02,3990.33,3563902383
2024-02-22,3973.96,4063.63,3971.17,4052.53,3918162395
2024-02-23,4044.27,4097.88,4044.12,4084.79,5005899451
2024-02-26,4100.35,4110.96,4051.98,4071.1,4480311119
