Datetime,Ticker,Open,High,Low,Close,Volume
2025-01-06 09:48:00-05:00,NVDA,139.86,139.97,139.85,139.94,21315
2025-01-06 09:48:00-05:00,TSLA,378.78,379.16,377.78,377.83,44478
2025-01-06 09:49:00-05:00,AAPL,241.23,241.53,241.15,241.4,25622
2025-01-06 09:49:00-05:00,MSFT,416.49,416.61,415.82,415.95,23264
2025-01-06 09:49:00-05:00,NVDA,139.94,140.1,139.81,139.96,21198
2025-01-06 09:49:00-05:00,TSLA,377.83,377.97,377.5,377.81,45067
2025-01-06 09:50:00-05:00,AAPL,241.4,241.61,241.27,241.47,14363
2025-01-06 09:50:00-05:00,MSFT,415.95,416.05,415.93,415.95,30361
2025-01-06 09:50:00-05:00,NVDA,139.96,139.98,139.84,139.96,39153
2025-01-06 09:50:00-05:00,TSLA,377.81,378.14,377.71,377.9,10099
2025-01-06 09:51:00-05:00,AAPL,241.47,241.48,241.15,241.24,41789
2025-01-06 09:51:00-05:00,MSFT,415.95,416.04,415.41,415.46,22058
2025-01-06 09:51:00-05:00,NVDA,139.96,140.04,139.92,140.02,30501
2025-01-06 09:51:00-05:00,TSLA,377.9,377.94,377.28,377.82,16002
2025-01-06 09:52:00-05:00,AAPL,241.24,241.29,240.71,240.85,28723
2025-01-06 09:52:00-05:00,MSFT,415.46,415.6,415.14,415.38,37191
2025-01-06 09:52:00-05:00,NVDA,140.02,140.08,139.93,139.97,7764
2025-01-06 09:52:00-05:00,TSLA,377.82,378.19,377.06,377.18,27003
2025-01-06 09:53:00-05:00,AAPL,240.85,241.07,240.44,240.99,38392
2025-01-06 09:53:00-05:00,MSFT,415.38,415.41,414.86,414.97,9853
2025-01-06 09:53:00-05:00,NVDA,139.97,140.15,139.88,140.15,13004
2025-01-06 09:53:00-05:00,TSLA,377.18,377.32,376.62,376.67,21353
2025-01-06 09:54:00-05:00,AAPL,240.99,241.0,240.55,240.59,15484
2025-01-06 09:54:00-05:00,MSFT,414.97,415.1,414.04,414.12,49690
2025-01-06 09:54:00-05:00,NVDA,140.15,140.25,140.1,140.15,48692
2025-01-06 09:54:00-05:00,TSLA,376.67,376.83,376.48,376.55,8155
2025-01-06 09:55:00-05:00,AAPL,240.59,240.62,240.36,240.48,9163
2025-01-06 09:55:00-05:00,MSFT,414.12,414.78,414.0,414.18,48767
2025-01-06 09:55:00-05:00,NVDA,140.15,140.44,140.12,140.43,46478
2025-01-06 09:55:00-05:00,TSLA,376.55,376.78,375.77,375.97,15901
2025-01-06 09:56:00-05:00,AAPL,240.48,240.59,240.15,240.24,41256
2025-01-06 09:56:00-05:00,MSFT,414.18,414.24,413.67,414.09,15322
2025-01-06 09:56:00-05:00,NVDA,140.43,140.43,140.38,140.41,30939
2025-01-06 09:56:00-05:00,TSLA,375.97,376.45,375.8,376.3,11647
2025-01-06 09:57:00-05:00,AAPL,240.24,240.29,240.23,240.28,12507
2025-01-06 09:57:00-05:00,MSFT,414.09,414.2,413.4,413.86,46792
2025-01-06 09:57:00-05:00,NVDA,140.41,140.41,140.22,140.23,7752
2025-01-06 09:57:00-05:00,TSLA,376.3,376.79,376.01,376.63,42883
2025-01-06 09:58:00-05:00,AAPL,240.28,240.42,240.14,240.16,12310
2025-01-06 09:58:00-05:00,MSFT,413.86,414.21,413.76,414.04,14101
2025-01-06 09:58:00-05:00,NVDA,140.23,140.28,140.02,140.04,10864
2025-01-06 09:58:00-05:00,TSLA,376.63,376.86,376.26,376.3,7189
2025-01-06 09:59:00-05:00,AAPL,240.16,240.52,240.09,240.5,5212
2025-01-06 09:59:00-05:00,MSFT,414.04,415.25,413.8,415.23,28651
2025-01-06 09:59:00-05:00,NVDA,140.04,140.04,139.88,139.96,49954
2025-01-06 09:59:00-05:00,TSLA,376.3,376.48,376.14,376.43,11863
2025-01-06 10:00:00-05:00,AAPL,240.5,241.04,240.49,240.97,16708
2025-01-06 10:00:00-05:00,MSFT,415.23,415.3,414.76,414.85,45104
2025-01-06 10:00:00-05:00,NVDA,139.96,140.07,139.62,139.72,8917
2025-01-06 10:00:00-05:00,TSLA,376.43,376.69,376.21,376.64,40851
2025-01-06 10:01:00-05:00,AAPL,240.97,241.31,240.97,241.25,45979
2025-01-06 10:01:00-05:00,MSFT,414.85,414.91,414.3,414.35,31093
2025-01-06 10:01:00-05:00,NVDA,139.72,139.74,139.69,139.72,40150
2025-01-06 10:01:00-05:00,TSLA,376.64,377.56,376.45,377.07,27147
2025-01-06 10:02:00-05:00,AAPL,241.25,241.41,241.1,241.15,15587
2025-01-06 10:02:00-05:00,MSFT,414.35,415.01,414.0,415.01,42676
2025-01-06 10:02:00-05:00,NVDA,139.72,139.78,139.7,139.74,47247
2025-01-06 10:02:00-05:00,TSLA,377.07,377.21,376.59,376.64,47836
2025-01-06 10:03:00-05:00,AAPL,241.15,241.35,241.01,241.06,39757
2025-01-06 10:03:00-05:00,MSFT,415.01,415.51,414.65,414.9,47096
2025-01-06 10:03:00-05:00,NVDA,139.74,140.14,139.61,140.13,33751
2025-01-06 10:03:00-05:00,TSLA,376.64,376.85,376.3,376.65,15295
2025-01-06 10:04:00-05:00,AAPL,241.06,241.42,241.0,241.34,28788
2025-01-06 10:04:00-05:00,MSFT,414.9,415.42,414.79,415.32,41130
2025-01-06 10:04:00-05:00,NVDA,140.13,140.14,140.05,140.13,21429
2025-01-06 10:04:00-05:00,TSLA,376.65,377.03,376.46,376.97,41314
2025-01-06 10:05:00-05:00,AAPL,241.34,241.51,241.18,241.35,25153
2025-01-06 10:05:00-05:00,MSFT,415.32,415.4,415.2,415.3,13456
2025-01-06 10:05:00-05:00,NVDA,140.13,140.35,140.08,140.29,33672
2025-01-06 10:05:00-05:00,TSLA,376.97,377.02,376.61,376.91,22384
2025-01-06 10:06:00-05:00,AAPL,241.35,241.45,241.31,241.36,36849
2025-01-06 10:06:00-05:00,MSFT,415.3,415.49,414.37,414.47,15028
2025-01-06 10:06:00-05:00,NVDA,140.29,140.32,140.04,140.13,40626
2025-01-06 10:06:00-05:00,TSLA,376.91,377.04,376.58,376.74,41022
2025-01-06 10:07:00-05:00,AAPL,241.36,241.49,241.01,241.32,39911
2025-01-06 10:07:00-05:00,MSFT,414.47,414.58,414.35,414.54,19776
2025-01-06 10:07:00-05:00,NVDA,140.13,140.21,140.04,140.14,23043
2025-01-06 10:07:00-05:00,TSLA,376.74,377.01,376.65,376.95,28647
2025-01-06 10:08:00-05:00,AAPL,241.32,241.39,241.17,241.33,22370
2025-01-06 10:08:00-05:00,MSFT,414.54,414.95,413.66,413.98,21423
2025-01-06 10:08:00-05:00,NVDA,140.14,140.34,140.11,140.27,39808
2025-01-06 10:08:00-05:00,TSLA,376.95,377.11,376.83,377.11,36478
2025-01-06 10:09:00-05:00,AAPL,241.33,241.54,241.3,241.38,18880
2025-01-06 10:09:00-05:00,MSFT,413.98,414.15,413.0,413.49,22986
2025-01-06 10:09:00-05:00,NVDA,140.27,140.3,140.16,140.21,22258
2025-01-06 10:09:00-05:00,TSLA,377.11,377.12,376.6,376.64,16195
2025-01-06 10:10:00-05:00,AAPL,241.38,241.84,241.31,241.75,31148
2025-01-06 10:10:00-05:00,MSFT,413.49,413.86,413.25,413.74,16051
2025-01-06 10:10:00-05:00,NVDA,140.21,140.23,140.05,140.06,17159
2025-01-06 10:10:00-05:00,TSLA,376.64,377.03,375.88,375.97,31048
2025-01-06 10:11:00-05:00,AAPL,241.75,241.93,241.38,241.39,33711
2025-01-06 10:11:00-05:00,MSFT,413.74,413.97,413.49,413.64,16219
2025-01-06 10:11:00-05:00,NVDA,140.06,140.13,139.83,139.9,28860
2025-01-06 10:11:00-05:00,TSLA,375.97,376.39,375.9,376.0,22367
2025-01-06 10:12:00-05:00,AAPL,241.39,241.68,241.39,241.6,6378
2025-01-06 10:12:00-05:00,MSFT,413.64,413.92,412.97,413.28,41937
2025-01-06 10:12:00-05:00,NVDA,139.9,139.97,139.88,139.92,40321
2025-01-06 10:12:00-05:00,TSLA,376.0,376.53,375.84,376.4,29209
2025-01-06 10:13:00-05:00,AAPL,241.6,241.76,241.55,241.69,19432
2025-01-06 10:13:00-05:00,MSFT,413.28,413.68,412.68,412.79,10323
2025-01-06 10:13:00-05:00,NVDA,139.92,139.94,139.68,139.72,49775
2025-01-06 10:13:00-05:00,TSLA,376.4,377.14,376.35,377.12,33818
2025-01-06 10:14:00-05:00,AAPL,241.69,242.08,241.65,242.07,7058
2025-01-06 10:14:00-05:00,MSFT,412.79,413.44,412.52,413.36,42495
2025-01-06 10:14:00-05:00,NVDA,139.72,139.72,139.49,139.54,47002
2025-01-06 10:14:00-05:00,TSLA,377.12,377.15,376.85,376.86,48743
2025-01-06 10:15:00-05:00,AAPL,242.07,242.13,242.03,242.1,20597
2025-01-06 10:15:00-05:00,MSFT,413.36,413.62,412.93,413.08,37639
2025-01-06 10:15:00-05:00,NVDA,139.54,139.55,139.43,139.46,48181
2025-01-06 10:15:00-05:00,TSLA,376.86,377.22,376.7,376.99,40484
2025-01-06 10:16:00-05:00,AAPL,242.1,242.24,241.86,242.05,42423
2025-01-06 10:16:00-05:00,MSFT,413.08,413.65,412.97,413.48,21048
2025-01-06 10:16:00-05:00,NVDA,139.46,139.75,139.36,139.7,18243
2025-01-06 10:16:00-05:00,TSLA,376.99,377.15,376.44,376.45,30369
2025-01-06 10:17:00-05:00,AAPL,242.05,242.13,241.92,241.96,35996
2025-01-06 10:17:00-05:00,MSFT,413.48,413.59,412.91,413.21,24492
2025-01-06 10:17:00-05:00,NVDA,139.7,139.95,139.67,139.91,7085
2025-01-06 10:17:00-05:00,TSLA,376.45,376.66,376.27,376.58,40095
2025-01-06 10:18:00-05:00,AAPL,241.96,242.09,241.85,242.02,32759
2025-01-06 10:18:00-05:00,MSFT,413.21,413.3,412.49,412.61,35437
2025-01-06 10:18:00-05:00,NVDA,139.91,139.97,139.62,139.67,43685
2025-01-06 10:18:00-05:00,TSLA,376.58,376.99,376.12,376.24,24585
2025-01-06 10:19:00-05:00,AAPL,242.02,242.37,241.89,242.17,8550
2025-01-06 10:19:00-05:00,MSFT,412.61,413.05,412.34,412.97,25485
2025-01-06 10:19:00-05:00,NVDA,139.67,139.67,139.46,139.53,44711
2025-01-06 10:19:00-05:00,TSLA,376.24,376.6,375.93,376.12,7275
2025-01-06 10:20:00-05:00,AAPL,242.17,242.48,241.75,241.85,27236
2025-01-06 10:20:00-05:00,MSFT,412.97,413.34,412.78,413.2,31130
2025-01-06 10:20:00-05:00,NVDA,139.53,139.54,139.44,139.53,10240
2025-01-06 10:20:00-05:00,TSLA,376.12,376.13,375.22,375.31,45650
2025-01-06 10:21:00-05:00,AAPL,241.85,242.01,241.79,241.99,17556
2025-01-06 10:21:00-05:00,MSFT,413.2,413.34,413.02,413.17,41808
2025-01-06 10:21:00-05:00,NVDA,139.53,139.63,139.41,139.43,28653
2025-01-06 10:21:00-05:00,TSLA,375.31,375.59,374.4,374.77,34428
2025-01-06 10:22:00-05:00,AAPL,241.99,242.21,241.9,242.09,21371
2025-01-06 10:22:00-05:00,MSFT,413.17,413.51,413.01,413.41,14232
2025-01-06 10:22:00-05:00,NVDA,139.43,139.49,139.06,139.12,8820
2025-01-06 10:22:00-05:00,TSLA,374.77,375.75,374.43,375.27,13269
2025-01-06 10:23:00-05:00,AAPL,242.09,242.21,242.06,242.18,41066
2025-01-06 10:23:00-05:00,MSFT,413.41,413.86,413.31,413.72,30175
2025-01-06 10:23:00-05:00,NVDA,139.12,139.21,139.07,139.19,7664
2025-01-06 10:23:00-05:00,TSLA,375.27,375.34,375.13,375.15,49769
2025-01-06 10:24:00-05:00,AAPL,242.18,242.57,242.16,242.47,11112
2025-01-06 10:24:00-05:00,MSFT,413.72,414.16,413.29,414.0,26458
2025-01-06 10:24:00-05:00,NVDA,139.19,139.32,139.12,139.16,39044
2025-01-06 10:24:00-05:00,TSLA,375.15,375.4,373.72,373.97,21900
2025-01-06 10:25:00-05:00,AAPL,242.47,242.68,242.35,242.46,15899
2025-01-06 10:25:00-05:00,MSFT,414.0,414.3,413.66,413.79,17440
2025-01-06 10:25:00-05:00,NVDA,139.16,139.3,139.1,139.21,39842
2025-01-06 10:25:00-05:00,TSLA,373.97,374.1,373.19,373.46,9391
2025-01-06 10:26:00-05:00,AAPL,242.46,242.54,242.06,242.23,15789
2025-01-06 10:26:00-05:00,MSFT,413.79,414.07,413.55,413.83,25220
2025-01-06 10:26:00-05:00,NVDA,139.21,139.24,139.09,139.14,16724
2025-01-06 10:26:00-05:00,TSLA,373.46,373.99,373.11,373.87,39058
2025-01-06 10:27:00-05:00,AAPL,242.23,242.48,241.6,241.84,22380
2025-01-06 10:27:00-05:00,MSFT,413.83,413.92,413.79,413.79,30771
2025-01-06 10:27:00-05:00,NVDA,139.14,139.22,138.96,138.99,11914
2025-01-06 10:27:00-05:00,TSLA,373.87,374.24,373.53,373.63,45832
2025-01-06 10:28:00-05:00,AAPL,241.84,242.31,241.8,242.22,41422
2025-01-06 10:28:00-05:00,MSFT,413.79,413.81,412.67,412.71,8312
2025-01-06 10:28:00-05:00,NVDA,138.99,139.1,138.94,139.01,32988
2025-01-06 10:28:00-05:00,TSLA,373.63,373.8,372.99,373.07,42132
2025-01-06 10:29:00-05:00,AAPL,242.22,242.65,242.1,242.58,17445
2025-01-06 10:29:00-05:00,MSFT,412.71,413.14,412.44,413.09,47877
2025-01-06 10:29:00-05:00,NVDA,139.01,139.04,138.79,138.82,16822
2025-01-06 10:29:00-05:00,TSLA,373.07,373.48,372.9,373.21,11566
2025-01-06 10:30:00-05:00,AAPL,242.58,242.89,242.27,242.4,25552
2025-01-06 10:30:00-05:00,MSFT,413.09,413.24,412.83,412.93,13777
2025-01-06 10:30:00-05:00,NVDA,138.82,138.85,138.61,138.66,44316
2025-01-06 10:30:00-05:00,TSLA,373.21,373.75,373.09,373.64,40103
2025-01-06 10:31:00-05:00,AAPL,242.4,242.55,242.2,242.26,37954
2025-01-06 10:31:00-05:00,MSFT,412.93,413.19,412.71,412.94,31427
2025-01-06 10:31:00-05:00,NVDA,138.66,138.72,138.5,138.52,25653
2025-01-06 10:31:00-05:00,TSLA,373.64,374.1,373.38,373.82,22310
2025-01-06 10:32:00-05:00,AAPL,242.26,242.59,242.12,242.52,17178
2025-01-06 10:32:00-05:00,MSFT,412.94,413.1,412.54,412.66,41256
2025-01-06 10:32:00-05:00,NVDA,138.52,138.59,138.03,138.07,46500
2025-01-06 10:32:00-05:00,TSLA,373.82,373.96,373.46,373.5,23049
2025-01-06 10:33:00-05:00,AAPL,242.52,242.66,242.5,242.62,20414
2025-01-06 10:33:00-05:00,MSFT,412.66,412.71,412.34,412.54,34514
2025-01-06 10:33:00-05:00,NVDA,138.07,138.17,137.9,137.95,44872
2025-01-06 10:33:00-05:00,TSLA,373.5,373.71,373.28,373.43,49617
2025-01-06 10:34:00-05:00,AAPL,242.62,242.78,242.0,242.14,7604
2025-01-06 10:34:00-05:00,MSFT,412.54,412.74,412.23,412.57,12786
2025-01-06 10:34:00-05:00,NVDA,137.95,138.05,137.89,137.96,21651
2025-01-06 10:34:00-05:00,TSLA,373.43,373.48,373.26,373.39,20569
2025-01-06 10:35:00-05:00,AAPL,242.14,242.23,241.91,242.0,43251
2025-01-06 10:35:00-05:00,MSFT,412.57,412.63,412.46,412.53,29457
2025-01-06 10:35:00-05:00,NVDA,137.96,138.13,137.9,138.08,31023
2025-01-06 10:35:00-05:00,TSLA,373.39,373.59,373.12,373.18,22601
2025-01-06 10:36:00-05:00,AAPL,242.0,242.04,241.8,241.81,25590
2025-01-06 10:36:00-05:00,MSFT,412.53,412.81,412.21,412.63,18045
2025-01-06 10:36:00-05:00,NVDA,138.08,138.12,138.08,138.12,13852
2025-01-06 10:36:00-05:00,TSLA,373.18,373.26,373.11,373.24,23372
2025-01-06 10:37:00-05:00,AAPL,241.81,242.18,241.69,242.17,49019
2025-01-06 10:37:00-05:00,MSFT,412.63,412.8,412.24,412.37,7638
2025-01-06 10:37:00-05:00,NVDA,138.12,138.2,138.12,138.14,24682
2025-01-06 10:37:00-05:00,TSLA,373.24,373.44,372.64,372.95,49882
2025-01-06 10:38:00-05:00,AAPL,242.17,242.28,241.75,242.01,5610
2025-01-06 10:38:00-05:00,MSFT,412.37,412.61,412.25,412.58,34949
2025-01-06 10:38:00-05:00,NVDA,138.14,138.24,138.09,138.24,23085
2025-01-06 10:38:00-05:00,TSLA,372.95,373.78,372.61,373.56,34039
2025-01-06 10:39:00-05:00,AAPL,242.01,242.43,241.66,241.77,11552
2025-01-06 10:39:00-05:00,MSFT,412.58,413.25,412.23,412.99,14160
2025-01-06 10:39:00-05:00,NVDA,138.24,138.53,138.2,138.46,42399
2025-01-06 10:39:00-05:00,TSLA,373.56,374.34,373.4,374.32,32313
2025-01-06 10:40:00-05:00,AAPL,241.77,241.96,241.74,241.92,9508
2025-01-06 10:40:00-05:00,MSFT,412.99,413.24,412.39,412.72,24610
2025-01-06 10:40:00-05:00,NVDA,138.46,138.55,138.4,138.53,14070
2025-01-06 10:40:00-05:00,TSLA,374.32,374.37,373.8,374.19,31684
2025-01-06 10:41:00-05:00,AAPL,241.92,242.56,241.84,242.48,15338
2025-01-06 10:41:00-05:00,MSFT,412.72,414.0,412.58,413.8,38404
2025-01-06 10:41:00-05:00,NVDA,138.53,138.57,138.39,138.56,21374
2025-01-06 10:41:00-05:00,TSLA,374.19,374.51,373.87,374.49,29504
2025-01-06 10:42:00-05:00,AAPL,242.48,242.54,242.09,242.2,47858
2025-01-06 10:42:00-05:00,MSFT,413.8,413.87,413.04,413.16,29140
2025-01-06 10:42:00-05:00,NVDA,138.56,138.72,138.5,138.59,19249
2025-01-06 10:42:00-05:00,TSLA,374.49,374.88,374.4,374.68,38213
2025-01-06 10:43:00-05:00,AAPL,242.2,243.04,242.17,242.86,41346
2025-01-06 10:43:00-05:00,MSFT,413.16,413.93,413.07,413.88,32298
2025-01-06 10:43:00-05:00,NVDA,138.59,138.68,138.48,138.67,36623
2025-01-06 10:43:00-05:00,TSLA,374.68,375.22,374.49,374.95,39359
2025-01-06 10:44:00-05:00,AAPL,242.86,243.03,242.69,242.75,12564
2025-01-06 10:44:00-05:00,MSFT,413.88,414.07,413.19,413.24,6746
2025-01-06 10:44:00-05:00,NVDA,138.67,138.9,138.64,138.79,11249
2025-01-06 10:44:00-05:00,TSLA,374.95,375.05,374.83,375.02,8776
2025-01-06 10:45:00-05:00,AAPL,242.75,242.9,242.57,242.7,15187
2025-01-06 10:45:00-05:00,MSFT,413.24,413.37,412.53,412.62,47964
2025-01-06 10:45:00-05:00,NVDA,138.79,138.84,138.59,138.62,42767
2025-01-06 10:45:00-05:00,TSLA,375.02,375.68,374.81,375.68,28617
2025-01-06 10:46:00-05:00,AAPL,242.7,242.86,242.63,242.65,46565
2025-01-06 10:46:00-05:00,MSFT,412.62,413.12,412.33,412.77,43241
2025-01-06 10:46:00-05:00,NVDA,138.62,138.7,138.38,138.44,33462
2025-01-06 10:46:00-05:00,TSLA,375.68,375.82,375.5,375.6,46642
2025-01-06 10:47:00-05:00,AAPL,242.65,242.74,242.38,242.49,21457
2025-01-06 10:47:00-05:00,MSFT,412.77,413.02,412.43,412.46,45615
2025-01-06 10:47:00-05:00,NVDA,138.44,138.56,138.31,138.38,19858
2025-01-06 10:47:00-05:00,TSLA,375.6,375.85,375.07,375.2,20855
2025-01-06 10:48:00-05:00,AAPL,242.49,243.01,242.38,242.88,23132
2025-01-06 10:48:00-05:00,MSFT,412.46,412.72,412.39,412.52,42523
2025-01-06 10:48:00-05:00,NVDA,138.38,138.51,138.29,138.38,46431
2025-01-06 10:48:00-05:00,TSLA,375.2,375.38,374.68,374.85,43461
2025-01-06 10:49:00-05:00,AAPL,242.88,243.13,242.85,243.02,13573
2025-01-06 10:49:00-05:00,MSFT,412.52,412.61,412.21,412.24,6241
2025-01-06 10:49:00-05:00,NVDA,138.38,138.42,138.25,138.29,7698
2025-01-06 10:49:00-05:00,TSLA,374.85,375.69,374.8,375.53,21951
2025-01-06 10:50:00-05:00,AAPL,243.02,243.09,242.89,242.9,33028
2025-01-06 10:50:00-05:00,MSFT,412.24,412.32,411.72,411.84,37887
2025-01-06 10:50:00-05:00,NVDA,138.29,138.37,138.16,138.21,15039
2025-01-06 10:50:00-05:00,TSLA,375.53,375.82,375.49,375.53,15676
2025-01-06 10:51:00-05:00,AAPL,242.9,242.95,242.57,242.59,14768
2025-01-06 10:51:00-05:00,MSFT,411.84,412.05,411.38,411.98,9081
2025-01-06 10:51:00-05:00,NVDA,138.21,138.51,138.18,138.4,30747
2025-01-06 10:51:00-05:00,TSLA,375.53,376.09,375.27,375.89,19045
2025-01-06 10:52:00-05:00,AAPL,242.59,242.66,242.09,242.15,13352
2025-01-06 10:52:00-05:00,MSFT,411.98,412.22,411.16,411.84,36350
2025-01-06 10:52:00-05:00,NVDA,138.4,138.65,138.37,138.63,33307
2025-01-06 10:52:00-05:00,TSLA,375.89,376.44,375.82,376.23,31837
2025-01-06 10:53:00-05:00,AAPL,242.15,242.26,242.05,242.08,7614
2025-01-06 10:53:00-05:00,MSFT,411.84,412.02,411.27,411.3,16349
2025-01-06 10:53:00-05:00,NVDA,138.63,138.65,138.53,138.6,13663
2025-01-06 10:53:00-05:00,TSLA,376.23,376.6,375.93,375.96,49708
2025-01-06 10:54:00-05:00,AAPL,242.08,242.26,242.08,242.21,41692
2025-01-06 10:54:00-05:00,MSFT,411.3,411.36,410.51,410.81,49613
2025-01-06 10:54:00-05:00,NVDA,138.6,138.67,138.52,138.52,22206
2025-01-06 10:54:00-05:00,TSLA,375.96,376.81,375.81,376.79,5554
