timestamp,temperature_f,humidity,wind_speed_mph,precipitation_in,weather_condition
2023-06-02 19:00:00,68.3,61.1,10.0,0.0,Clear
2023-06-02 20:00:00,62.5,65.4,6.8,0.0,Cloudy
2023-06-02 21:00:00,66.3,88.6,6.2,0.0,Partly Cloudy
2023-06-02 22:00:00,59.2,58.5,10.0,0.0,Clear
2023-06-02 23:00:00,62.6,66.7,7.7,0.0,Partly Cloudy
2023-06-03 00:00:00,61.2,77.6,7.1,0.0,Cloudy
2023-06-03 01:00:00,57.1,43.6,18.1,0.0,Clear
2023-06-03 02:00:00,62.3,49.9,3.9,0.0,Clear
2023-06-03 03:00:00,60.5,71.7,9.7,0.02,Light Rain
2023-06-03 04:00:00,64.2,43.4,12.8,0.0,Clear
2023-06-03 05:00:00,62.4,43.6,5.2,0.0,Partly Cloudy
2023-06-03 06:00:00,67.1,51.0,7.4,0.0,Partly Cloudy
2023-06-03 07:00:00,64.6,69.7,12.2,0.0,Cloudy
2023-06-03 08:00:00,72.4,56.2,6.3,0.0,Clear
2023-06-03 09:00:00,69.2,47.0,7.9,0.0,Partly Cloudy
2023-06-03 10:00:00,75.8,34.0,6.4,0.0,Partly Cloudy
2023-06-03 11:00:00,74.1,21.2,0.4,0.0,Clear
2023-06-03 12:00:00,72.4,38.4,9.7,0.0,Clear
2023-06-03 13:00:00,75.2,52.1,16.4,0.0,Clear
2023-06-03 14:00:00,76.7,75.2,7.5,0.0,Partly Cloudy
2023-06-03 15:00:00,73.8,54.8,16.7,0.0,Clear
2023-06-03 16:00:00,76.9,63.6,7.9,0.0,Partly Cloudy
2023-06-03 17:00:00,73.0,63.5,11.7,0.0,Clear
2023-06-03 18:00:00,76.8,78.4,7.2,0.19,Thunderstorm
2023-06-03 19:00:00,68.2,59.7,9.7,0.0,Partly Cloudy
2023-06-03 20:00:00,63.7,81.2,9.1,0.0,Fog
2023-06-03 21:00:00,66.6,75.8,12.2,0.0,Fog
2023-06-03 22:00:00,65.2,20.8,8.2,0.0,Clear
2023-06-03 23:00:00,65.5,57.5,7.4,0.0,Partly Cloudy
2023-06-04 00:00:00,63.0,39.9,4.9,0.0,Clear
2023-06-04 01:00:00,58.1,52.2,15.0,0.0,Clear
2023-06-04 02:00:00,61.8,57.8,5.4,0.0,Partly Cloudy
2023-06-04 03:00:00,62.8,38.7,14.0,0.0,Clear
2023-06-04 04:00:00,63.1,76.7,5.4,0.39,Rain
2023-06-04 05:00:00,65.3,45.4,4.9,0.0,Partly Cloudy
2023-06-04 06:00:00,66.8,52.2,10.5,0.0,Partly Cloudy
2023-06-04 07:00:00,66.6,74.6,9.3,0.0,Partly Cloudy
2023-06-04 08:00:00,65.6,43.9,4.1,0.0,Partly Cloudy
2023-06-04 09:00:00,72.5,70.4,9.2,0.0,Fog
2023-06-04 10:00:00,70.5,30.8,6.2,0.0,Clear
2023-06-04 11:00:00,70.4,87.0,5.2,0.0,Cloudy
2023-06-04 12:00:00,73.9,42.6,6.5,0.0,Partly Cloudy
2023-06-04 13:00:00,78.8,48.8,3.2,0.0,Clear
2023-06-04 14:00:00,71.1,72.1,4.2,0.0,Fog
2023-06-04 15:00:00,70.1,61.4,5.1,0.0,Partly Cloudy
2023-06-04 16:00:00,71.2,58.5,9.0,0.0,Clear
2023-06-04 17:00:00,76.2,48.4,5.3,0.0,Partly Cloudy
2023-06-04 18:00:00,77.6,75.5,8.3,0.0,Cloudy
2023-06-04 19:00:00,72.5,55.6,12.5,0.0,Clear
2023-06-04 20:00:00,62.4,63.6,2.3,0.0,Partly Cloudy
2023-06-04 21:00:00,64.7,55.8,13.8,0.0,Clear
2023-06-04 22:00:00,70.1,36.4,13.2,0.0,Clear
2023-06-04 23:00:00,60.5,72.0,17.0,0.04,Light Rain
2023-06-05 00:00:00,64.5,41.5,9.9,0.0,Partly Cloudy
2023-06-05 01:00:00,58.3,85.1,5.4,0.0,Fog
2023-06-05 02:00:00,56.7,69.5,5.8,0.0,Partly Cloudy
2023-06-05 03:00:00,63.1,54.3,11.0,0.0,Partly Cloudy
2023-06-05 04:00:00,62.9,36.9,5.8,0.0,Clear
2023-06-05 05:00:00,62.3,52.5,5.2,0.0,Partly Cloudy
2023-06-05 06:00:00,63.9,71.9,9.9,0.0,Cloudy
2023-06-05 07:00:00,68.7,43.4,9.8,0.0,Partly Cloudy
2023-06-05 08:00:00,66.8,60.2,0.4,0.0,Clear
2023-06-05 09:00:00,73.2,70.9,2.7,0.06,Light Rain
2023-06-05 10:00:00,71.7,25.6,12.0,0.0,Clear
2023-06-05 11:00:00,72.1,43.1,8.2,0.0,Partly Cloudy
2023-06-05 12:00:00,77.2,57.5,6.2,0.0,Clear
2023-06-05 13:00:00,73.3,73.1,0.4,0.0,Partly Cloudy
2023-06-05 14:00:00,73.8,42.9,11.7,0.0,Partly Cloudy
2023-06-05 15:00:00,77.6,59.8,10.8,0.0,Partly Cloudy
2023-06-05 16:00:00,75.2,68.0,8.3,0.0,Partly Cloudy
2023-06-05 17:00:00,70.1,54.9,9.7,0.0,Clear
2023-06-05 18:00:00,71.5,50.1,10.7,0.0,Clear
2023-06-05 19:00:00,69.4,59.2,2.3,0.0,Clear
2023-06-05 20:00:00,70.4,51.9,10.3,0.0,Clear
2023-06-05 21:00:00,67.3,47.7,8.3,0.0,Clear
2023-06-05 22:00:00,63.3,57.5,4.3,0.0,Clear
2023-06-05 23:00:00,67.0,56.6,5.6,0.0,Partly Cloudy
2023-06-06 00:00:00,63.2,57.1,5.7,0.0,Partly Cloudy
2023-06-06 01:00:00,66.8,36.1,11.8,0.0,Clear
2023-06-06 02:00:00,57.9,39.5,8.3,0.0,Partly Cloudy
2023-06-06 03:00:00,67.3,67.0,3.6,0.0,Fog
2023-06-06 04:00:00,63.2,41.4,4.5,0.0,Partly Cloudy
2023-06-06 05:00:00,65.4,70.6,8.3,0.0,Partly Cloudy
2023-06-06 06:00:00,62.0,33.8,6.9,0.0,Partly Cloudy
2023-06-06 07:00:00,64.1,29.9,2.0,0.0,Partly Cloudy
2023-06-06 08:00:00,63.2,61.1,5.1,0.0,Clear
2023-06-06 09:00:00,68.7,52.0,12.3,0.0,Partly Cloudy
2023-06-06 10:00:00,67.6,45.5,5.6,0.0,Partly Cloudy
2023-06-06 11:00:00,76.2,59.3,10.5,0.0,Partly Cloudy
2023-06-06 12:00:00,71.3,81.1,7.0,0.47,Light Rain
2023-06-06 13:00:00,73.9,55.8,12.1,0.0,Clear
2023-06-06 14:00:00,76.1,34.9,0.9,0.0,Clear
2023-06-06 15:00:00,76.5,50.8,11.9,0.0,Clear
2023-06-06 16:00:00,73.3,73.6,3.1,0.0,Partly Cloudy
2023-06-06 17:00:00,73.8,45.2,11.5,0.0,Partly Cloudy
2023-06-06 18:00:00,71.7,62.6,8.7,0.0,Clear
2023-06-06 19:00:00,71.6,63.8,14.1,0.0,Partly Cloudy
2023-06-06 20:00:00,74.3,51.5,6.9,0.0,Partly Cloudy
2023-06-06 21:00:00,69.9,73.5,8.4,0.49,Thunderstorm
2023-06-06 22:00:00,63.8,89.8,3.7,0.02,Rain
2023-06-06 23:00:00,60.3,39.1,8.8,0.0,Clear
2023-06-07 00:00:00,65.0,52.5,9.3,0.0,Clear
2023-06-07 01:00:00,61.7,50.2,8.9,0.0,Clear
2023-06-07 02:00:00,66.0,77.3,9.6,0.28,Rain
2023-06-07 03:00:00,62.4,34.2,3.6,0.0,Clear
2023-06-07 04:00:00,63.3,40.5,10.8,0.0,Partly Cloudy
2023-06-07 05:00:00,62.9,47.9,13.2,0.0,Clear
2023-06-07 06:00:00,67.7,51.7,9.4,0.0,Clear
2023-06-07 07:00:00,71.6,56.2,13.1,0.0,Clear
2023-06-07 08:00:00,72.1,55.3,5.2,0.0,Clear
2023-06-07 09:00:00,68.9,52.1,11.2,0.0,Partly Cloudy
2023-06-07 10:00:00,73.8,59.7,7.4,0.0,Clear
2023-06-07 11:00:00,78.6,38.2,10.3,0.0,Clear
2023-06-07 12:00:00,79.5,39.7,10.2,0.0,Partly Cloudy
2023-06-07 13:00:00,77.1,31.9,3.8,0.0,Partly Cloudy
2023-06-07 14:00:00,74.7,61.3,6.6,0.0,Partly Cloudy
2023-06-07 15:00:00,79.2,36.3,10.1,0.0,Partly Cloudy
2023-06-07 16:00:00,74.4,34.7,10.8,0.0,Clear
2023-06-07 17:00:00,73.7,77.4,8.0,0.03,Light Rain
2023-06-07 18:00:00,67.5,59.0,10.2,0.0,Partly Cloudy
2023-06-07 19:00:00,69.3,43.4,4.5,0.0,Clear
2023-06-07 20:00:00,65.8,57.9,7.2,0.0,Clear
2023-06-07 21:00:00,68.6,43.9,13.4,0.0,Partly Cloudy
2023-06-07 22:00:00,64.2,42.1,8.1,0.0,Clear
2023-06-07 23:00:00,63.5,49.8,11.2,0.0,Partly Cloudy
2023-06-08 00:00:00,66.6,34.0,16.1,0.0,Partly Cloudy
2023-06-08 01:00:00,63.0,46.7,9.3,0.0,Partly Cloudy
2023-06-08 02:00:00,60.4,42.7,6.8,0.0,Partly Cloudy
2023-06-08 03:00:00,63.3,22.3,5.2,0.0,Partly Cloudy
2023-06-08 04:00:00,65.5,43.2,13.5,0.0,Clear
2023-06-08 05:00:00,65.2,51.8,4.7,0.0,Clear
2023-06-08 06:00:00,64.7,52.9,16.8,0.0,Partly Cloudy
2023-06-08 07:00:00,67.1,75.5,6.1,0.47,Rain
2023-06-08 08:00:00,66.5,54.3,13.7,0.0,Clear
2023-06-08 09:00:00,63.2,46.9,8.6,0.0,Clear
2023-06-08 10:00:00,75.1,46.6,13.8,0.0,Partly Cloudy
2023-06-08 11:00:00,69.3,59.2,0.2,0.0,Partly Cloudy
2023-06-08 12:00:00,78.2,47.8,9.4,0.0,Partly Cloudy
2023-06-08 13:00:00,74.2,65.3,3.5,0.0,Cloudy
2023-06-08 14:00:00,74.7,60.7,4.6,0.0,Partly Cloudy
2023-06-08 15:00:00,80.9,83.8,0,0.2,Rain
2023-06-08 16:00:00,79.7,61.7,6.0,0.0,Clear
2023-06-08 17:00:00,68.2,50.9,8.0,0.0,Partly Cloudy
2023-06-08 18:00:00,76.1,32.7,3.5,0.0,Partly Cloudy
2023-06-08 19:00:00,71.8,63.3,8.2,0.0,Clear
2023-06-08 20:00:00,73.6,66.9,7.5,0.0,Cloudy
2023-06-08 21:00:00,71.6,72.5,1.7,0.0,Partly Cloudy
2023-06-08 22:00:00,61.5,32.6,3.0,0.0,Clear
2023-06-08 23:00:00,64.7,57.2,14.0,0.0,Partly Cloudy
2023-06-09 00:00:00,68.0,54.6,6.3,0.0,Clear
2023-06-09 01:00:00,63.6,33.3,10.1,0.0,Clear
2023-06-09 02:00:00,68.2,62.6,7.0,0.0,Partly Cloudy
2023-06-09 03:00:00,65.9,30.6,5.1,0.0,Clear
2023-06-09 04:00:00,64.9,73.3,3.5,0.0,Cloudy
2023-06-09 05:00:00,67.6,43.9,8.7,0.0,Partly Cloudy
2023-06-09 06:00:00,62.9,27.2,4.8,0.0,Clear
2023-06-09 07:00:00,68.1,87.3,12.3,0.0,Partly Cloudy
2023-06-09 08:00:00,67.9,39.6,3.1,0.0,Partly Cloudy
2023-06-09 09:00:00,81.5,66.5,10.4,0.0,Partly Cloudy
2023-06-09 10:00:00,74.6,54.4,13.8,0.0,Partly Cloudy
2023-06-09 11:00:00,73.0,85.0,8.4,0.0,Fog
2023-06-09 12:00:00,74.9,26.6,13.7,0.0,Clear
2023-06-09 13:00:00,73.6,44.1,5.7,0.0,Clear
2023-06-09 14:00:00,74.8,39.5,6.9,0.0,Clear
2023-06-09 15:00:00,72.2,32.5,1.8,0.0,Clear
2023-06-09 16:00:00,73.9,70.1,2.3,0.15,Thunderstorm
2023-06-09 17:00:00,71.2,46.3,9.4,0.0,Partly Cloudy
2023-06-09 18:00:00,65.6,48.6,9.5,0.0,Partly Cloudy
2023-06-09 19:00:00,68.5,67.3,7.3,0.0,Cloudy
2023-06-09 20:00:00,67.9,56.2,8.1,0.0,Partly Cloudy
2023-06-09 21:00:00,65.4,81.5,6.5,0.0,Cloudy
2023-06-09 22:00:00,65.9,62.7,3.5,0.0,Partly Cloudy
2023-06-09 23:00:00,68.2,70.7,0,0.12,Light Rain
2023-06-10 00:00:00,57.9,30.5,5.4,0.0,Clear
2023-06-10 01:00:00,66.8,43.9,4.6,0.0,Partly Cloudy
2023-06-10 02:00:00,62.3,49.0,9.1,0.0,Partly Cloudy
2023-06-10 03:00:00,63.4,63.2,10.0,0.0,Partly Cloudy
2023-06-10 04:00:00,58.9,61.4,7.6,0.0,Clear
2023-06-10 05:00:00,57.5,71.5,4.2,0.0,Partly Cloudy
2023-06-10 06:00:00,69.0,57.9,0,0.0,Partly Cloudy
2023-06-10 07:00:00,70.3,73.5,11.6,0.0,Partly Cloudy
2023-06-10 08:00:00,71.4,59.5,17.6,0.0,Partly Cloudy
2023-06-10 09:00:00,69.2,63.7,9.5,0.0,Clear
2023-06-10 10:00:00,74.8,59.2,15.0,0.0,Clear
2023-06-10 11:00:00,73.3,78.2,10.8,0.12,Light Rain
2023-06-10 12:00:00,74.4,62.5,8.2,0.0,Clear
2023-06-10 13:00:00,76.6,73.6,7.6,0.0,Cloudy
2023-06-10 14:00:00,80.1,65.4,9.3,0.05,Light Rain
2023-06-10 15:00:00,72.8,66.0,11.0,0.0,Cloudy
2023-06-10 16:00:00,70.1,58.9,6.1,0.0,Clear
2023-06-10 17:00:00,73.6,59.2,7.6,0.0,Partly Cloudy
2023-06-10 18:00:00,64.7,65.1,12.2,0.0,Fog
2023-06-10 19:00:00,72.0,73.4,12.0,0.0,Partly Cloudy
2023-06-10 20:00:00,68.3,51.5,7.1,0.0,Partly Cloudy
2023-06-10 21:00:00,71.9,40.2,11.7,0.0,Partly Cloudy
2023-06-10 22:00:00,62.3,60.9,13.1,0.0,Clear
2023-06-10 23:00:00,67.4,26.6,11.6,0.0,Partly Cloudy
2023-06-11 00:00:00,61.6,69.0,6.5,0.0,Fog
2023-06-11 01:00:00,64.0,53.9,17.9,0.0,Partly Cloudy
2023-06-11 02:00:00,68.5,66.6,9.5,0.0,Cloudy
2023-06-11 03:00:00,64.1,36.3,6.2,0.0,Partly Cloudy
2023-06-11 04:00:00,61.8,41.5,14.7,0.0,Partly Cloudy
2023-06-11 05:00:00,59.7,71.2,3.3,0.0,Partly Cloudy
2023-06-11 06:00:00,69.2,65.8,10.6,0.0,Partly Cloudy
2023-06-11 07:00:00,70.7,63.1,4.8,0.0,Clear
2023-06-11 08:00:00,71.4,27.9,15.3,0.0,Clear
2023-06-11 09:00:00,70.0,38.0,4.3,0.0,Partly Cloudy
2023-06-11 10:00:00,74.7,57.2,8.7,0.0,Partly Cloudy
2023-06-11 11:00:00,67.1,85.3,8.3,0.0,Cloudy
2023-06-11 12:00:00,74.9,20,12.1,0.0,Partly Cloudy
2023-06-11 13:00:00,78.8,43.0,9.8,0.0,Partly Cloudy
2023-06-11 14:00:00,77.3,67.3,13.0,0.0,Cloudy
2023-06-11 15:00:00,75.4,66.4,12.6,0.0,Partly Cloudy
2023-06-11 16:00:00,72.4,60.5,4.8,0.0,Clear
2023-06-11 17:00:00,71.9,50.9,9.6,0.0,Partly Cloudy
2023-06-11 18:00:00,69.8,52.8,10.1,0.0,Clear
2023-06-11 19:00:00,79.3,67.7,8.2,0.0,Cloudy
2023-06-11 20:00:00,69.6,42.6,11.4,0.0,Partly Cloudy
2023-06-11 21:00:00,70.2,61.6,11.5,0.0,Partly Cloudy
2023-06-11 22:00:00,71.7,68.1,8.8,0.0,Partly Cloudy
2023-06-11 23:00:00,65.0,37.6,5.6,0.0,Partly Cloudy
2023-06-12 00:00:00,62.7,69.8,10.4,0.0,Partly Cloudy
2023-06-12 01:00:00,63.1,71.6,0.2,0.42,Light Rain
2023-06-12 02:00:00,60.7,61.0,15.1,0.0,Clear
2023-06-12 03:00:00,66.3,50.5,10.1,0.0,Clear
2023-06-12 04:00:00,61.5,53.1,8.6,0.0,Clear
2023-06-12 05:00:00,62.2,55.7,10.2,0.0,Clear
2023-06-12 06:00:00,67.3,62.7,8.1,0.0,Partly Cloudy
2023-06-12 07:00:00,66.8,36.2,9.2,0.0,Partly Cloudy
2023-06-12 08:00:00,66.9,26.8,0.7,0.0,Partly Cloudy
2023-06-12 09:00:00,64.1,68.9,3.8,0.0,Cloudy
2023-06-12 10:00:00,68.3,59.1,9.5,0.0,Partly Cloudy
2023-06-12 11:00:00,70.1,42.1,7.8,0.0,Partly Cloudy
2023-06-12 12:00:00,78.3,58.4,6.7,0.0,Clear
2023-06-12 13:00:00,81.2,41.6,4.9,0.0,Partly Cloudy
2023-06-12 14:00:00,71.9,37.0,7.9,0.0,Clear
2023-06-12 15:00:00,76.1,47.6,12.1,0.0,Clear
2023-06-12 16:00:00,78.6,50.7,10.8,0.0,Clear
2023-06-12 17:00:00,68.7,45.8,7.9,0.0,Clear
2023-06-12 18:00:00,70.0,20,2.6,0.0,Partly Cloudy
2023-06-12 19:00:00,70.3,46.5,10.3,0.0,Partly Cloudy
2023-06-12 20:00:00,70.2,32.7,13.3,0.0,Partly Cloudy
2023-06-12 21:00:00,69.3,61.1,8.7,0.0,Partly Cloudy
2023-06-12 22:00:00,66.4,84.3,13.3,0.05,Thunderstorm
2023-06-12 23:00:00,64.1,63.8,10.9,0.0,Partly Cloudy
2023-06-13 00:00:00,66.8,72.1,12.4,0.0,Cloudy
2023-06-13 01:00:00,65.5,41.4,1.4,0.0,Clear
2023-06-13 02:00:00,61.7,42.5,5.5,0.0,Clear
2023-06-13 03:00:00,65.8,68.1,6.9,0.0,Cloudy
2023-06-13 04:00:00,63.8,63.1,14.8,0.0,Clear
2023-06-13 05:00:00,67.8,38.9,1.0,0.0,Clear
2023-06-13 06:00:00,65.2,50.0,10.6,0.0,Clear
2023-06-13 07:00:00,72.3,54.2,6.8,0.0,Partly Cloudy
2023-06-13 08:00:00,68.6,45.1,4.9,0.0,Partly Cloudy
2023-06-13 09:00:00,71.9,56.1,10.9,0.0,Partly Cloudy
2023-06-13 10:00:00,74.2,49.4,5.7,0.0,Partly Cloudy
2023-06-13 11:00:00,70.6,43.1,8.8,0.0,Partly Cloudy
2023-06-13 12:00:00,72.5,54.7,9.4,0.0,Clear
2023-06-13 13:00:00,78.8,58.4,7.1,0.0,Partly Cloudy
2023-06-13 14:00:00,81.3,41.4,14.2,0.0,Clear
2023-06-13 15:00:00,80.6,49.4,14.6,0.0,Partly Cloudy
2023-06-13 16:00:00,72.2,60.6,8.9,0.0,Partly Cloudy
2023-06-13 17:00:00,73.0,80.9,1.9,0.0,Partly Cloudy
2023-06-13 18:00:00,73.5,100,7.3,0.0,Fog
2023-06-13 19:00:00,71.6,50.7,9.9,0.0,Clear
2023-06-13 20:00:00,68.3,82.5,7.3,0.0,Cloudy
2023-06-13 21:00:00,66.6,57.4,7.6,0.0,Clear
2023-06-13 22:00:00,68.5,38.7,7.3,0.0,Clear
2023-06-13 23:00:00,61.5,56.8,5.1,0.0,Clear
2023-06-14 00:00:00,66.7,59.6,9.2,0.0,Clear
2023-06-14 01:00:00,60.5,64.1,4.0,0.0,Clear
2023-06-14 02:00:00,63.2,42.8,11.7,0.0,Partly Cloudy
2023-06-14 03:00:00,63.8,63.6,13.5,0.0,Partly Cloudy
2023-06-14 04:00:00,67.1,62.6,0,0.0,Partly Cloudy
2023-06-14 05:00:00,64.8,58.1,7.1,0.0,Partly Cloudy
2023-06-14 06:00:00,69.0,53.6,15.0,0.0,Partly Cloudy
2023-06-14 07:00:00,68.8,56.2,13.8,0.0,Clear
2023-06-14 08:00:00,70.4,30.8,7.4,0.0,Partly Cloudy
2023-06-14 09:00:00,72.0,58.6,5.7,0.0,Partly Cloudy
2023-06-14 10:00:00,76.1,52.9,8.9,0.0,Partly Cloudy
2023-06-14 11:00:00,75.7,64.8,8.6,0.0,Clear
2023-06-14 12:00:00,74.7,66.8,2.1,0.0,Cloudy
2023-06-14 13:00:00,80.5,55.2,5.4,0.0,Partly Cloudy
2023-06-14 14:00:00,79.3,51.4,6.2,0.0,Partly Cloudy
2023-06-14 15:00:00,75.2,41.0,9.6,0.0,Partly Cloudy
2023-06-14 16:00:00,78.1,45.9,12.6,0.0,Partly Cloudy
2023-06-14 17:00:00,73.7,37.0,13.3,0.0,Partly Cloudy
2023-06-14 18:00:00,74.3,32.1,12.8,0.0,Clear
2023-06-14 19:00:00,73.2,42.3,7.0,0.0,Clear
2023-06-14 20:00:00,68.6,66.1,2.0,0.0,Partly Cloudy
2023-06-14 21:00:00,69.8,52.4,8.9,0.0,Partly Cloudy
2023-06-14 22:00:00,64.3,44.4,3.5,0.0,Clear
2023-06-14 23:00:00,61.2,74.0,10.6,0.0,Fog
2023-06-15 00:00:00,64.3,58.2,11.5,0.0,Partly Cloudy
2023-06-15 01:00:00,60.2,60.5,8.3,0.0,Partly Cloudy
2023-06-15 02:00:00,59.1,82.9,10.3,0.0,Partly Cloudy
2023-06-15 03:00:00,64.2,56.6,2.8,0.0,Partly Cloudy
2023-06-15 04:00:00,60.4,68.0,8.0,0.0,Partly Cloudy
2023-06-15 05:00:00,66.8,22.0,7.0,0.0,Clear
2023-06-15 06:00:00,66.7,66.6,0,0.0,Partly Cloudy
2023-06-15 07:00:00,71.7,57.5,10.1,0.0,Clear
2023-06-15 08:00:00,63.7,64.5,6.4,0.0,Partly Cloudy
2023-06-15 09:00:00,71.8,43.4,2.5,0.0,Partly Cloudy
2023-06-15 10:00:00,77.4,36.5,5.8,0.0,Clear
2023-06-15 11:00:00,67.7,59.8,3.4,0.0,Clear
2023-06-15 12:00:00,81.2,52.5,8.4,0.0,Partly Cloudy
2023-06-15 13:00:00,80.9,41.4,6.7,0.0,Clear
2023-06-15 14:00:00,77.9,50.9,2.2,0.0,Partly Cloudy
2023-06-15 15:00:00,88.4,29.6,6.9,0.0,Clear
2023-06-15 16:00:00,77.7,64.3,12.0,0.0,Clear
2023-06-15 17:00:00,75.9,73.8,3.2,0.0,Cloudy
2023-06-15 18:00:00,66.9,68.5,9.9,0.0,Cloudy
2023-06-15 19:00:00,71.9,73.4,16.0,0.47,Thunderstorm
2023-06-15 20:00:00,74.4,37.2,8.0,0.0,Partly Cloudy
2023-06-15 21:00:00,72.6,64.0,10.4,0.0,Clear
2023-06-15 22:00:00,63.6,44.2,10.7,0.0,Partly Cloudy
2023-06-15 23:00:00,69.1,65.6,3.7,0.0,Cloudy
2023-06-16 00:00:00,70.4,72.8,8.4,0.29,Thunderstorm
2023-06-16 01:00:00,61.7,43.7,4.4,0.0,Partly Cloudy
2023-06-16 02:00:00,62.4,45.1,8.2,0.0,Partly Cloudy
2023-06-16 03:00:00,69.4,53.3,9.5,0.0,Clear
2023-06-16 04:00:00,65.7,68.0,4.4,0.0,Fog
2023-06-16 05:00:00,66.1,36.2,18.8,0.0,Partly Cloudy
2023-06-16 06:00:00,68.6,53.8,4.5,0.0,Partly Cloudy
2023-06-16 07:00:00,71.3,55.4,10.0,0.0,Partly Cloudy
2023-06-16 08:00:00,70.0,61.8,7.0,0.0,Clear
2023-06-16 09:00:00,74.4,86.5,6.0,0.0,Fog
2023-06-16 10:00:00,71.0,78.5,3.2,0.0,Cloudy
2023-06-16 11:00:00,74.5,67.7,10.1,0.0,Cloudy
2023-06-16 12:00:00,76.6,68.7,12.4,0.0,Fog
2023-06-16 13:00:00,78.6,49.2,5.1,0.0,Clear
2023-06-16 14:00:00,80.8,42.0,12.8,0.0,Partly Cloudy
2023-06-16 15:00:00,74.2,44.9,11.0,0.0,Clear
2023-06-16 16:00:00,74.4,64.4,4.7,0.0,Clear
2023-06-16 17:00:00,76.6,59.7,9.3,0.0,Partly Cloudy
2023-06-16 18:00:00,73.8,41.9,14.2,0.0,Clear
2023-06-16 19:00:00,69.6,42.8,5.6,0.0,Clear
2023-06-16 20:00:00,71.6,57.3,5.7,0.0,Partly Cloudy
2023-06-16 21:00:00,71.4,73.8,14.8,0.47,Rain
2023-06-16 22:00:00,71.8,94.1,7.8,0.0,Fog
2023-06-16 23:00:00,63.0,35.7,8.3,0.0,Partly Cloudy
2023-06-17 00:00:00,65.3,41.8,2.8,0.0,Partly Cloudy
2023-06-17 01:00:00,56.7,62.0,1.8,0.0,Clear
2023-06-17 02:00:00,62.2,48.3,2.0,0.0,Clear
2023-06-17 03:00:00,57.5,51.5,2.8,0.0,Clear
2023-06-17 04:00:00,59.4,51.4,8.6,0.0,Clear
2023-06-17 05:00:00,62.7,90.8,9.9,0.02,Rain
2023-06-17 06:00:00,64.4,62.6,9.3,0.0,Partly Cloudy
2023-06-17 07:00:00,72.0,72.1,3.3,0.08,Light Rain
