Date,Open,High,Low,Close,Volume
2022-04-14,200.85,201.02,197.55,198.86,84715359
2022-04-15,201.87,203.29,200.15,202.11,57632791
2022-04-18,206.3,206.63,205.72,206.16,55137891
2022-04-19,206.65,207.19,206.43,206.6,50843314
2022-04-20,206.34,206.56,205.84,206.29,92392144
2022-04-21,205.69,206.93,205.37,206.04,67984021
2022-04-22,200.89,201.62,198.51,200.23,95863739
2022-04-25,201.03,201.14,198.82,200.05,76485121
2022-04-26,195.69,196.89,195.35,195.76,91164644
2022-04-27,194.86,196.1,194.61,195.17,76904418
2022-04-28,193.41,193.78,192.93,193.73,77126469
2022-04-29,198.03,198.32,197.85,197.89,79862961
2022-05-02,199.04,199.5,196.77,198.58,92280145
2022-05-03,198.33,198.97,197.98,198.63,83267446
2022-05-04,194.34,197.23,193.63,195.64,46772405
2022-05-05,197.1,197.96,196.87,197.37,76468628
2022-05-06,195.27,196.45,195.12,195.85,42573758
2022-05-09,199.04,199.13,198.85,199.11,28100754
2022-05-10,201.58,202.25,200.46,202.07,69776855
2022-05-11,207.92,207.95,205.99,206.32,95560003
2022-05-12,206.61,207.58,206.11,206.96,56915586
2022-05-13,211.02,211.26,209.83,210.4,44863525
2022-05-16,211.37,211.96,208.9,209.57,54377135
2022-05-17,207.11,207.36,205.67,206.12,69538623
2022-05-18,206.73,207.51,205.52,206.82,67556400
2022-05-19,206.62,206.84,205.76,206.34,78326301
2022-05-20,203.58,203.62,202.95,202.98,109748510
2022-05-23,207.66,208.6,205.94,207.21,91351884
2022-05-24,201.42,201.95,201.19,201.77,77045804
2022-05-25,198.17,199.63,197.45,198.84,63896788
2022-05-26,198.02,198.35,197.98,198.21,59793599
2022-05-27,193.38,193.57,192.87,193.35,67426070
2022-05-30,196.75,197.04,196.67,196.91,71427786
2022-05-31,196.66,197.69,195.38,197.18,78049921
2022-06-01,196.51,198.04,194.44,196.74,65169932
2022-06-02,193.21,193.73,192.73,193.68,79118789
2022-06-03,195.06,195.5,194.99,195.03,56803654
2022-06-06,192.13,193.13,190.59,192.79,68452568
2022-06-07,193.95,194.18,192.58,193.37,61161452
2022-06-08,197.0,197.15,194.38,195.9,73931278
2022-06-09,196.17,196.82,196.11,196.49,88288640
2022-06-10,200.05,200.36,199.3,199.77,75367933
2022-06-13,199.5,200.94,197.11,198.87,53949466
2022-06-14,195.94,196.11,194.23,195.25,35479707
2022-06-15,195.69,196.13,195.1,195.83,68176574
2022-06-16,195.26,197.07,193.45,195.53,85005189
2022-06-17,194.3,194.68,194.17,194.39,75319244
2022-06-20,202.21,202.21,198.22,200.7,102755725
2022-06-21,199.87,200.17,199.32,199.65,61002216
2022-06-22,200.56,202.62,200.35,201.34,68630339
2022-06-23,200.92,201.73,199.11,199.83,89704408
2022-06-24,197.82,199.57,197.02,198.17,121816177
2022-06-27,194.73,195.52,193.22,194.73,122491573
2022-06-28,191.83,192.25,191.12,191.88,69538673
2022-06-29,193.01,193.77,191.26,192.06,61532836
2022-06-30,197.84,198.21,197.4,197.72,112175073
2022-07-01,195.66,199.21,195.19,196.54,72147281
2022-07-04,199.18,199.48,197.68,198.31,54567162
2022-07-05,200.07,201.31,198.79,200.57,73149134
2022-07-06,205.92,206.02,204.46,205.0,47527272
2022-07-07,199.74,199.75,198.62,199.36,73198403
2022-07-08,197.61,198.38,196.7,197.73,75737900
2022-07-11,195.0,196.0,194.69,195.28,79880426
2022-07-12,194.95,197.12,193.59,195.48,69101614
2022-07-13,193.39,194.14,192.63,192.73,43237475
2022-07-14,187.65,188.98,186.53,187.86,53326071
2022-07-15,187.7,187.74,186.47,187.42,54762652
2022-07-18,186.42,186.9,183.49,185.2,101088788
2022-07-19,181.75,185.11,181.62,183.49,86946734
2022-07-20,187.1,189.7,185.11,187.07,86772958
2022-07-21,191.23,191.51,188.59,190.37,91436759
2022-07-22,195.48,195.79,195.12,195.31,85164385
2022-07-25,190.34,190.69,189.77,190.61,60723281
2022-07-26,190.97,191.45,190.8,191.03,119107075
2022-07-27,196.83,198.1,195.83,196.26,77132839
2022-07-28,194.77,194.98,193.59,194.1,96962483
2022-07-29,194.88,195.47,194.08,195.06,93715695
2022-08-01,198.3,199.48,196.77,197.57,74232053
2022-08-02,196.05,196.13,195.35,195.7,44604707
2022-08-03,194.53,195.28,193.3,194.58,109896793
2022-08-04,194.05,194.35,191.27,192.59,46281510
2022-08-05,190.17,192.06,189.98,191.14,61326229
2022-08-08,189.98,190.0,189.35,189.87,106857591
2022-08-09,183.02,184.36,181.78,183.74,66475913
2022-08-10,184.32,185.54,184.12,185.39,43927813
2022-08-11,192.17,193.02,188.68,190.84,66711603
2022-08-12,187.65,187.84,187.26,187.53,101418088
2022-08-15,186.16,188.08,185.58,185.83,51584564
2022-08-16,191.33,193.31,191.19,191.61,81503476
2022-08-17,194.97,195.01,194.3,194.48,35806484
2022-08-18,193.67,194.12,193.29,193.4,96952105
2022-08-19,189.63,192.32,189.13,191.17,46055004
2022-08-22,188.57,190.79,188.5,190.1,79654987
2022-08-23,189.54,190.35,187.77,188.04,90732397
2022-08-24,180.45,181.14,180.36,180.61,59776118
2022-08-25,181.25,183.67,181.2,182.39,57021665
2022-08-26,183.25,183.38,182.85,182.91,60453847
2022-08-29,184.17,184.29,183.11,183.48,88448479
2022-08-30,188.81,189.09,188.75,188.97,75704514
2022-08-31,188.74,189.16,188.54,188.68,71124331
2022-09-01,188.85,190.35,187.49,189.17,80832445
2022-09-02,189.1,190.23,189.05,189.82,51371235
2022-09-05,189.51,191.87,189.36,191.06,35700033
2022-09-06,186.53,189.28,186.32,188.24,77668920
2022-09-07,191.58,191.87,191.22,191.67,88310641
2022-09-08,186.62,188.3,186.44,187.5,132580249
2022-09-09,185.11,187.46,184.47,185.92,37633103
2022-09-12,183.62,184.65,183.51,184.06,79317584
2022-09-13,179.3,180.66,179.2,180.45,88137460
2022-09-14,181.13,181.65,180.48,181.09,67294071
2022-09-15,178.12,178.31,177.72,178.16,61722768
2022-09-16,178.12,180.24,176.98,178.23,34744364
2022-09-19,176.98,177.08,176.44,176.65,68494929
2022-09-20,174.99,175.06,172.22,173.67,100077997
2022-09-21,174.97,175.27,173.48,175.22,49930117
2022-09-22,174.42,175.71,174.42,175.1,87540396
2022-09-23,176.63,177.67,176.59,177.47,56138953
2022-09-26,177.68,177.96,176.95,177.48,61083210
2022-09-27,178.09,178.15,178.0,178.11,49469178
2022-09-28,176.82,178.13,176.33,177.18,60844745
2022-09-29,176.97,177.69,176.3,177.28,65172859
2022-09-30,177.17,177.75,176.92,176.93,69710128
2022-10-03,177.59,177.68,177.32,177.33,85546161
2022-10-04,179.05,179.57,176.85,178.55,92469033
2022-10-05,183.33,183.41,182.8,183.4,92408668
2022-10-06,180.04,181.13,180.02,180.26,63037281
2022-10-07,176.69,179.66,176.41,178.11,107061053
2022-10-10,179.08,180.23,178.57,179.28,62620587
2022-10-11,178.23,178.5,177.94,178.05,90228607
2022-10-12,179.25,181.89,178.43,180.16,64666154
2022-10-13,180.54,182.71,180.08,181.3,85549681
2022-10-14,183.27,183.47,180.82,181.8,51891524
2022-10-17,177.55,179.92,177.13,178.3,63801645
2022-10-18,181.11,181.31,180.91,180.98,83990240
2022-10-19,180.4,180.48,179.88,179.93,95372067
2022-10-20,182.69,183.04,181.36,182.28,53196270
2022-10-21,185.03,186.23,183.95,184.7,61696891
2022-10-24,185.76,186.04,185.07,185.34,80805650
2022-10-25,183.7,184.16,183.2,183.68,74648203
2022-10-26,185.31,185.66,184.78,185.18,91230265
2022-10-27,185.89,186.28,185.73,186.21,46998342
2022-10-28,186.55,187.85,184.74,185.6,46156859
2022-10-31,187.99,189.19,186.21,187.28,89404907
2022-11-01,189.95,190.7,188.42,189.58,68462211
2022-11-02,191.53,192.98,190.46,191.85,46180451
2022-11-03,189.77,190.35,189.21,190.14,89485279
2022-11-04,190.9,191.06,190.35,190.43,85763059
2022-11-07,193.09,193.73,192.99,193.51,39306596
2022-11-08,190.96,194.25,190.31,192.33,83323614
2022-11-09,189.12,190.14,188.71,189.64,82852445
2022-11-10,189.17,190.22,188.23,189.67,53167192
2022-11-11,190.97,193.82,189.85,191.12,58519945
2022-11-14,187.0,190.84,186.38,188.59,91552624
2022-11-15,189.8,190.06,188.38,188.64,103634688
2022-11-16,188.39,190.71,187.99,190.08,61815651
2022-11-17,183.42,184.23,183.4,183.76,93524061
2022-11-18,186.53,187.98,186.48,186.89,82755941
2022-11-21,192.08,193.45,191.52,191.81,58899845
2022-11-22,193.6,194.64,193.59,194.0,47928798
2022-11-23,195.89,197.42,194.17,196.02,82342870
2022-11-24,197.88,198.0,197.39,197.94,85604329
2022-11-25,197.43,198.24,196.57,196.61,77581020
2022-11-28,196.94,197.74,196.37,196.75,86120911
2022-11-29,195.52,196.37,194.66,196.17,67733651
2022-11-30,200.65,200.68,198.98,199.96,73137925
2022-12-01,199.87,200.87,198.18,200.01,78618504
2022-12-02,200.64,200.79,199.96,200.73,42693622
2022-12-05,203.94,204.37,202.06,203.16,105979357
2022-12-06,208.13,208.6,208.01,208.09,88363644
2022-12-07,214.86,217.12,214.09,215.16,87115582
2022-12-08,214.77,216.5,213.91,215.27,61977141
2022-12-09,216.75,219.74,214.87,217.53,88503611
2022-12-12,222.63,223.2,220.33,221.36,71151016
2022-12-13,221.0,223.1,220.0,221.24,66973899
2022-12-14,226.01,226.49,224.94,225.58,89181708
2022-12-15,223.16,226.12,222.04,225.05,79726495
2022-12-16,233.66,233.84,232.93,233.26,68914778
2022-12-19,228.83,230.28,228.78,229.62,30360096
2022-12-20,235.16,235.81,234.16,235.15,89237361
2022-12-21,231.74,232.83,230.52,231.51,30999652
2022-12-22,227.12,227.7,226.54,227.55,92312144
2022-12-23,224.65,224.65,223.68,224.29,91745318
2022-12-26,221.88,222.94,221.01,222.7,118457144
2022-12-27,225.35,226.3,224.91,225.68,62095681
2022-12-28,225.87,226.94,223.21,225.03,80998232
2022-12-29,229.43,230.88,229.07,229.42,62433696
2022-12-30,233.69,233.83,233.11,233.4,102081402
2023-01-02,228.85,229.19,227.98,228.9,66225803
2023-01-03,222.3,223.38,220.37,223.17,69494831
2023-01-04,218.87,219.8,217.21,218.43,84335789
2023-01-05,222.15,223.69,221.93,222.03,122384930
2023-01-06,224.23,224.33,222.71,223.24,84837713
2023-01-09,227.87,229.29,227.67,228.42,51277299
2023-01-10,225.53,227.46,225.18,227.11,98349456
2023-01-11,225.6,226.17,222.93,224.23,48169027
2023-01-12,226.01,226.7,223.74,225.31,76081907
2023-01-13,222.36,222.44,220.62,221.2,89287231
2023-01-16,215.18,216.02,215.13,215.3,78866017
2023-01-17,212.32,212.61,211.55,211.91,83525547
2023-01-18,211.08,211.76,210.2,211.35,35479752
2023-01-19,209.92,210.24,209.79,209.92,95337712
2023-01-20,206.95,207.8,206.54,206.73,93394259
2023-01-23,204.4,205.66,203.14,204.42,66877168
2023-01-24,202.34,205.73,201.41,204.25,79041497
2023-01-25,203.84,205.32,202.52,203.71,80141361
2023-01-26,198.82,199.44,196.83,198.01,66142178
2023-01-27,195.11,196.44,195.0,196.07,90099075
2023-01-30,190.54,192.33,190.3,191.13,74090806
2023-01-31,194.08,194.84,191.73,194.02,71879356
2023-02-01,195.03,195.25,194.93,195.17,97647150
2023-02-02,192.41,193.05,191.39,192.04,78629664
2023-02-03,197.14,197.39,195.91,196.69,127109051
2023-02-06,192.76,193.25,191.75,192.21,68660628
2023-02-07,194.46,197.84,194.36,196.06,71664599
2023-02-08,189.46,190.34,187.18,188.53,83307539
2023-02-09,185.86,188.31,185.43,187.09,68872682
2023-02-10,186.9,187.14,186.8,186.85,70406402
2023-02-13,190.23,190.56,188.01,189.39,99941644
2023-02-14,189.38,189.54,189.07,189.36,67855918
2023-02-15,187.08,187.85,186.66,186.98,72233620
2023-02-16,186.93,189.05,186.43,187.66,43351126
2023-02-17,187.87,188.83,187.47,187.79,100553878
2023-02-20,189.13,189.46,187.81,189.02,105131333
2023-02-21,189.14,189.66,186.8,188.86,85086126
2023-02-22,193.37,194.19,192.93,193.83,64831493
2023-02-23,192.05,192.13,190.89,191.79,80453447
2023-02-24,191.96,192.5,190.85,191.33,64747165
2023-02-27,186.97,187.66,186.89,187.38,69474795
2023-02-28,188.99,189.14,186.74,187.47,72978717
2023-03-01,190.36,190.83,189.51,189.84,59235318
2023-03-02,191.79,191.94,189.56,190.93,70266015
2023-03-03,192.96,192.97,190.1,192.51,68565374
2023-03-06,191.84,192.47,187.37,189.87,89104108
2023-03-07,194.41,194.43,193.37,193.61,76507890
2023-03-08,189.82,192.71,189.13,190.4,68727586
2023-03-09,191.98,192.17,191.45,191.75,82743646
2023-03-10,192.92,193.16,190.76,192.75,49940411
2023-03-13,194.38,194.96,194.29,194.43,53692073
2023-03-14,193.73,193.79,192.61,193.51,88515545
2023-03-15,191.71,192.47,191.66,192.07,105349849
2023-03-16,194.08,194.71,192.58,193.95,86580754
2023-03-17,192.34,194.26,191.8,193.46,84271296
2023-03-20,194.98,196.05,193.67,194.64,83582382
2023-03-21,191.35,191.59,190.61,191.13,79527140
2023-03-22,192.6,193.15,191.89,192.02,69086685
2023-03-23,195.59,196.45,195.17,195.43,84531963
2023-03-24,194.31,194.66,193.95,194.05,73732693
2023-03-27,195.58,196.07,195.15,195.26,54494372
2023-03-28,197.2,198.21,195.82,196.96,44968881
2023-03-29,199.02,200.37,198.92,199.62,80160723
2023-03-30,201.55,201.6,199.17,200.38,72946956
2023-03-31,199.32,199.66,195.96,198.53,58425163
2023-04-03,194.88,196.54,193.99,195.39,96341890
2023-04-04,196.62,198.37,196.62,197.03,97363352
2023-04-05,200.33,200.75,198.37,199.55,77396942
2023-04-06,198.97,200.83,198.74,199.65,93434497
2023-04-07,201.27,203.01,200.81,200.85,55588820
2023-04-10,202.59,202.99,201.44,201.54,78096175
2023-04-11,200.26,200.77,199.74,199.8,83421611
2023-04-12,198.56,199.26,197.11,198.51,110673798
2023-04-13,197.53,198.1,197.28,197.49,90308029
2023-04-14,204.33,206.76,202.51,204.24,93205788
2023-04-17,195.2,197.98,193.9,196.1,76473565
2023-04-18,195.55,195.82,194.02,194.71,80706196
2023-04-19,195.46,195.58,191.96,193.34,104782894
2023-04-20,192.09,192.17,191.2,191.94,71219861
2023-04-21,192.81,193.15,192.12,192.72,67780379
2023-04-24,188.19,188.84,187.37,188.09,50489391
2023-04-25,183.64,183.72,182.48,182.5,80210848
2023-04-26,184.41,185.2,183.21,183.88,72641745
2023-04-27,186.09,187.05,184.98,185.66,117619625
2023-04-28,185.16,185.18,184.18,184.34,87046639
2023-05-01,179.27,180.13,178.17,179.21,82291729
2023-05-02,179.59,180.56,178.89,179.53,86050817
2023-05-03,181.48,182.11,180.29,180.97,89634835
2023-05-04,180.53,182.43,178.7,180.19,60847503
2023-05-05,183.18,183.27,182.16,182.61,106008426
2023-05-08,178.87,178.9,178.32,178.88,67500692
2023-05-09,177.43,177.87,176.36,176.69,45387400
2023-05-10,180.05,180.71,178.99,179.88,76363004
2023-05-11,176.99,177.13,176.83,176.83,77437142
2023-05-12,176.05,176.21,175.37,175.75,129423474
2023-05-15,176.86,176.97,176.72,176.86,69889765
2023-05-16,177.8,178.27,177.19,177.75,60531119
2023-05-17,180.99,181.42,178.39,179.71,74122330
2023-05-18,179.77,180.59,179.76,179.83,66154249
2023-05-19,182.28,182.56,180.55,181.39,95729048
2023-05-22,184.26,184.34,183.64,184.2,88824449
2023-05-23,183.51,184.08,182.77,183.41,75946981
2023-05-24,190.4,190.89,188.9,189.66,84436167
2023-05-25,189.12,189.17,188.87,189.05,55391605
2023-05-26,185.43,185.45,184.29,184.47,102327715
2023-05-29,183.93,184.15,182.82,184.0,51734810
2023-05-30,179.57,182.55,179.48,181.51,103840176
2023-05-31,179.71,180.89,178.81,180.32,136966213
2023-06-01,178.83,179.12,178.1,178.67,48417979
2023-06-02,179.44,181.39,178.54,180.08,80706088
2023-06-05,180.12,180.78,180.02,180.35,76266801
2023-06-06,181.76,182.25,181.49,181.53,95163462
2023-06-07,184.62,185.14,184.28,184.65,89904855
2023-06-08,189.03,192.42,188.34,189.84,96831890
2023-06-09,188.98,189.38,188.68,188.76,82448960
2023-06-12,186.0,186.13,185.77,185.95,85947475
2023-06-13,184.06,184.72,183.73,184.48,67666050
2023-06-14,181.11,181.32,179.87,180.89,50248357
2023-06-15,182.6,183.58,182.15,182.4,73255468
2023-06-16,189.71,190.33,188.87,189.48,63377611
2023-06-19,190.08,190.62,189.39,189.66,94403620
2023-06-20,186.19,187.88,184.74,186.73,61243936
2023-06-21,186.47,186.85,185.02,186.01,54244885
2023-06-22,183.28,183.77,182.02,183.3,87712020
2023-06-23,183.74,184.93,182.52,183.62,67394561
2023-06-26,188.58,188.79,186.74,187.38,60285261
2023-06-27,183.43,184.11,183.05,183.54,68446102
2023-06-28,184.21,184.93,182.01,183.09,70196895
2023-06-29,185.93,186.15,185.7,186.0,70464079
2023-06-30,182.72,183.46,181.68,182.86,62316898
2023-07-03,180.44,180.45,180.14,180.39,74946159
2023-07-04,184.98,185.51,184.84,185.24,106675853
2023-07-05,182.13,183.2,181.67,182.15,77435206
2023-07-06,181.6,184.27,181.08,182.71,65808813
2023-07-07,184.92,184.95,184.27,184.8,73489694
2023-07-10,184.79,185.8,184.76,185.18,95249517
2023-07-11,182.95,184.57,182.54,183.85,66286554
2023-07-12,183.5,184.04,183.37,183.97,38627317
2023-07-13,183.03,183.59,182.03,182.63,94647218
2023-07-14,179.4,180.22,178.07,179.59,59265108
2023-07-17,181.3,182.02,181.19,181.29,46182244
2023-07-18,183.05,183.72,182.57,183.06,86519500
2023-07-19,185.02,185.48,184.19,184.86,89992845
2023-07-20,188.26,188.68,187.92,188.45,74983939
2023-07-21,191.08,191.1,190.53,191.02,81234656
2023-07-24,187.25,188.6,185.96,187.73,74201389
2023-07-25,188.47,189.07,187.77,188.4,77485794
2023-07-26,189.08,191.72,188.75,189.99,94256774
2023-07-27,191.83,194.67,191.7,193.76,97719077
2023-07-28,192.73,193.4,190.72,193.11,50329557
2023-07-31,189.41,190.46,188.6,189.9,147925447
2023-08-01,194.77,195.8,194.21,194.88,73687597
2023-08-02,193.8,194.06,193.73,193.93,47547071
2023-08-03,196.86,197.18,196.1,196.5,81774056
2023-08-04,194.64,198.56,194.22,195.99,90296055
2023-08-07,199.29,203.87,198.63,201.07,66863551
2023-08-08,203.39,204.59,200.87,202.65,63697126
2023-08-09,198.85,199.25,198.18,198.73,76737401
2023-08-10,198.86,200.27,198.04,199.76,68952576
2023-08-11,202.58,202.83,201.91,202.35,69523836
2023-08-14,197.5,198.17,197.31,198.08,82625805
2023-08-15,196.7,197.3,195.88,196.29,80903972
2023-08-16,193.28,194.18,193.18,193.24,65693356
2023-08-17,193.6,194.73,193.6,193.98,53312632
2023-08-18,194.77,196.22,194.49,195.93,71494914
2023-08-21,198.54,198.67,197.33,198.13,68434064
2023-08-22,200.21,200.63,199.39,199.7,92330015
2023-08-23,199.75,199.95,199.33,199.72,74106705
2023-08-24,203.78,206.98,203.29,204.4,76798936
2023-08-25,207.31,207.43,206.41,207.18,83462018
2023-08-28,208.62,211.06,208.21,210.73,101155542
2023-08-29,210.4,211.38,208.74,210.38,74502874
2023-08-30,212.36,214.39,212.13,212.34,91771015
2023-08-31,212.25,214.02,211.96,212.46,48311438
2023-09-01,212.98,213.53,211.06,212.3,83270802
2023-09-04,209.88,210.8,208.92,210.11,38869010
2023-09-05,210.11,210.83,209.4,210.14,58260529
2023-09-06,214.11,214.16,210.91,213.02,90311502
2023-09-07,215.41,216.26,213.59,214.64,70707967
2023-09-08,215.22,215.38,215.16,215.34,25447582
2023-09-11,216.35,217.88,214.81,216.51,76749289
2023-09-12,211.97,212.67,211.7,212.22,90765077
2023-09-13,210.87,211.81,210.27,210.88,97257965
2023-09-14,206.63,207.11,205.34,206.96,46655164
2023-09-15,207.7,207.99,207.25,207.63,69322607
2023-09-18,205.51,206.12,204.09,205.83,105650114
2023-09-19,208.91,211.35,208.42,209.82,117387097
2023-09-20,212.76,214.9,212.69,213.72,99948782
2023-09-21,214.29,215.26,214.21,214.68,60079342
2023-09-22,211.57,212.9,211.12,211.82,80250186
2023-09-25,214.0,215.77,213.92,215.2,90738761
2023-09-26,217.49,217.56,216.55,216.84,63636505
2023-09-27,219.34,221.75,218.2,219.48,55194721
2023-09-28,214.81,215.11,214.5,215.0,91033603
2023-09-29,214.47,219.41,214.11,216.72,67733432
2023-10-02,212.67,215.12,212.65,214.2,78544188
2023-10-03,215.79,216.42,214.86,215.53,99535492
2023-10-04,209.64,211.05,209.18,210.03,76435540
2023-10-05,213.58,213.76,212.29,213.33,75823144
2023-10-06,212.25,215.53,211.87,213.56,74672085
2023-10-09,210.84,211.42,209.43,211.3,72252633
2023-10-10,216.59,218.88,215.23,217.33,99881973
2023-10-11,218.07,218.87,218.0,218.75,73658776
2023-10-12,215.29,216.36,214.8,215.62,66166295
2023-10-13,216.68,218.08,216.56,217.26,45503843
2023-10-16,218.95,219.33,218.63,218.99,108275691
2023-10-17,215.13,216.32,214.7,215.67,88734342
2023-10-18,215.56,219.13,215.41,217.11,83014059
2023-10-19,218.63,218.89,218.35,218.67,59709740
2023-10-20,216.94,217.71,216.3,217.61,61070616
2023-10-23,217.41,219.14,217.39,217.65,59835734
2023-10-24,222.59,223.04,221.83,222.21,25187703
2023-10-25,219.61,220.66,219.54,219.57,54149883
2023-10-26,222.29,223.46,221.71,222.55,62550045
2023-10-27,225.89,226.85,225.26,226.19,80893840
2023-10-30,231.23,231.57,231.1,231.32,80585457
2023-10-31,231.9,232.67,231.36,232.07,71448210
2023-11-01,231.11,231.17,230.68,230.97,72778458
2023-11-02,227.37,228.48,223.39,226.21,70441007
2023-11-03,223.68,225.39,222.6,223.59,94415092
2023-11-06,224.05,226.04,223.92,224.91,90850642
2023-11-07,226.94,231.91,226.39,229.11,73693925
2023-11-08,230.35,230.36,227.52,227.69,61873076
2023-11-09,229.51,230.04,226.6,229.02,113007482
2023-11-10,228.6,233.19,228.47,231.15,98962019
2023-11-13,229.88,229.9,228.22,228.64,28760425
2023-11-14,231.72,232.41,231.51,231.65,59234821
2023-11-15,232.51,233.19,232.41,232.55,98985840
2023-11-16,231.55,231.99,230.94,231.0,31147439
2023-11-17,235.39,238.94,233.28,236.26,57848822
2023-11-20,239.59,239.96,239.52,239.66,67837727
2023-11-21,247.99,248.09,245.15,245.77,63774030
2023-11-22,241.55,243.57,241.12,242.9,31879343
2023-11-23,241.73,241.82,239.99,241.03,103620074
2023-11-24,232.01,232.18,230.03,232.07,115470978
2023-11-27,236.07,236.7,234.23,234.55,72137148
2023-11-28,236.09,236.42,235.27,235.37,131679939
2023-11-29,230.3,231.23,230.24,230.72,42992809
2023-11-30,230.96,230.99,230.21,230.72,84555228
2023-12-01,234.17,234.77,233.63,233.81,59533262
2023-12-04,237.55,237.65,237.02,237.22,53118782
2023-12-05,236.15,236.67,235.84,236.42,91829108
2023-12-06,235.43,236.29,234.06,235.99,49990214
2023-12-07,232.74,235.73,232.18,235.18,75543296
2023-12-08,237.56,238.04,236.27,237.17,83061439
2023-12-11,236.9,237.03,236.17,236.96,91188628
2023-12-12,238.78,239.52,237.66,238.95,90555706
2023-12-13,239.56,239.63,239.18,239.28,79340648
2023-12-14,238.73,239.45,237.86,238.05,93793776
2023-12-15,241.2,241.88,240.61,241.08,113200787
2023-12-18,241.09,242.26,240.98,241.58,90641627
2023-12-19,240.57,241.2,237.2,239.14,95762284
2023-12-20,242.37,242.73,239.69,240.77,56064349
2023-12-21,241.35,241.76,237.73,239.39,76205344
2023-12-22,239.62,241.45,239.24,241.15,46409131
2023-12-25,251.23,251.25,249.5,250.85,69751066
2023-12-26,240.9,241.15,238.4,239.05,102136370
