Date,Close
2019-10-15,35.8
2019-10-16,34.38
2019-10-17,33.46
2019-10-18,34.01
2019-10-21,34.56
2019-10-22,35.13
2019-10-23,39.47
2019-10-24,40.19
2019-10-25,41.62
2019-10-28,42.86
2019-10-29,43.75
2019-10-30,43.37
2019-10-31,44.41
2019-11-01,43.43
2019-11-04,43.16
2019-11-05,42.57
2019-11-06,42.71
2019-11-07,45.82
2019-11-08,43.36
2019-11-11,44.3
2019-11-12,42.25
2019-11-13,41.69
2019-11-14,43.11
2019-11-15,43.23
2019-11-18,41.89
2019-11-19,41.04
2019-11-20,41.92
2019-11-21,41.05
2019-11-22,41.35
2019-11-25,41.44
2019-11-26,40.67
2019-11-27,43.41
2019-11-28,44.28
2019-11-29,41.71
2019-12-02,41.98
2019-12-03,41.19
2019-12-04,42.29
2019-12-05,41.34
2019-12-06,41.23
2019-12-09,41.89
2019-12-10,43.03
2019-12-11,41.55
2019-12-12,41.17
2019-12-13,40.62
2019-12-16,39.87
2019-12-17,42.07
2019-12-18,42.62
2019-12-19,41.08
2019-12-20,42.26
2019-12-23,45.08
2019-12-24,46.53
2019-12-25,44.5
2019-12-26,43.89
2019-12-27,45.63
2019-12-30,44.71
2019-12-31,45.35
2020-01-01,46.46
2020-01-02,45.22
2020-01-03,45.18
2020-01-06,41.03
2020-01-07,39.82
2020-01-08,39.56
2020-01-09,38.14
2020-01-10,40.08
2020-01-13,38.43
2020-01-14,37.96
2020-01-15,38.14
2020-01-16,39.86
2020-01-17,38.22
2020-01-20,39.61
2020-01-21,39.65
2020-01-22,38.54
2020-01-23,39.11
2020-01-24,39.38
2020-01-27,38.71
2020-01-28,38.82
2020-01-29,38.41
2020-01-30,38.57
2020-01-31,39.38
2020-02-03,41.33
2020-02-04,39.86
2020-02-05,42.53
2020-02-06,40.15
2020-02-07,40.0
2020-02-10,40.75
2020-02-11,41.13
2020-02-12,40.4
2020-02-13,40.18
2020-02-14,39.63
2020-02-17,38.97
2020-02-18,40.01
2020-02-19,40.47
2020-02-20,39.68
2020-02-21,40.8
2020-02-24,41.21
2020-02-25,42.26
2020-02-26,43.11
2020-02-27,42.08
2020-02-28,41.42
2020-03-02,42.39
2020-03-03,43.21
2020-03-04,43.22
2020-03-05,43.41
2020-03-06,45.15
2020-03-09,44.39
2020-03-10,45.17
2020-03-11,44.93
2020-03-12,44.68
2020-03-13,46.21
2020-03-16,47.41
2020-03-17,48.63
2020-03-18,50.61
2020-03-19,50.69
2020-03-20,51.78
2020-03-23,51.35
2020-03-24,51.89
2020-03-25,51.73
2020-03-26,51.93
2020-03-27,52.91
2020-03-30,51.67
2020-03-31,55.07
2020-04-01,53.48
2020-04-02,51.61
2020-04-03,53.48
2020-04-06,54.81
2020-04-07,55.89
2020-04-08,57.01
2020-04-09,57.03
2020-04-10,55.57
2020-04-13,55.74
2020-04-14,54.67
2020-04-15,56.34
2020-04-16,56.14
2020-04-17,54.81
2020-04-20,54.33
2020-04-21,55.06
2020-04-22,54.18
2020-04-23,52.91
2020-04-24,53.34
2020-04-27,53.78
2020-04-28,53.02
2020-04-29,52.32
2020-04-30,52.73
2020-05-01,50.53
2020-05-04,48.48
2020-05-05,47.49
2020-05-06,47.23
2020-05-07,47.71
2020-05-08,49.91
2020-05-11,51.26
2020-05-12,51.06
2020-05-13,51.07
2020-05-14,49.6
2020-05-15,49.62
2020-05-18,49.23
2020-05-19,49.75
2020-05-20,48.57
2020-05-21,49.38
2020-05-22,51.75
2020-05-25,51.62
2020-05-26,52.29
2020-05-27,53.43
2020-05-28,52.84
2020-05-29,53.24
2020-06-01,53.31
2020-06-02,53.51
2020-06-03,52.33
2020-06-04,52.41
2020-06-05,53.25
2020-06-08,55.67
2020-06-09,57.34
2020-06-10,61.22
2020-06-11,59.88
2020-06-12,61.52
2020-06-15,61.91
2020-06-16,66.17
2020-06-17,64.64
2020-06-18,63.09
2020-06-19,62.02
2020-06-22,58.24
2020-06-23,57.38
2020-06-24,56.13
2020-06-25,56.43
2020-06-26,57.07
2020-06-29,60.42
2020-06-30,62.22
2020-07-01,61.21
2020-07-02,59.63
2020-07-03,60.57
2020-07-06,58.27
2020-07-07,61.61
2020-07-08,63.89
2020-07-09,63.05
2020-07-10,59.94
2020-07-13,62.48
2020-07-14,62.32
2020-07-15,64.73
2020-07-16,61.76
2020-07-17,60.71
2020-07-20,60.77
2020-07-21,60.91
2020-07-22,60.15
2020-07-23,61.34
2020-07-24,59.45
2020-07-27,59.25
2020-07-28,59.52
2020-07-29,60.49
2020-07-30,61.85
2020-07-31,59.85
2020-08-03,57.21
2020-08-04,59.5
2020-08-05,60.14
2020-08-06,58.86
2020-08-07,61.72
2020-08-10,61.98
2020-08-11,64.27
2020-08-12,64.46
2020-08-13,68.63
2020-08-14,72.4
2020-08-17,71.92
2020-08-18,74.11
2020-08-19,75.63
2020-08-20,78.86
2020-08-21,76.68
2020-08-24,78.34
2020-08-25,80.94
2020-08-26,76.85
2020-08-27,74.23
2020-08-28,69.88
2020-08-31,69.38
2020-09-01,70.95
2020-09-02,74.29
2020-09-03,74.52
2020-09-04,78.32
2020-09-07,75.2
2020-09-08,71.52
2020-09-09,71.46
2020-09-10,72.35
2020-09-11,72.34
2020-09-14,68.05
2020-09-15,67.93
2020-09-16,65.38
2020-09-17,66.76
2020-09-18,67.56
2020-09-21,65.74
2020-09-22,64.79
2020-09-23,62.81
2020-09-24,62.75
2020-09-25,64.63
2020-09-28,62.8
2020-09-29,63.81
2020-09-30,62.86
2020-10-01,61.43
2020-10-02,61.29
2020-10-05,59.47
2020-10-06,58.54
2020-10-07,56.52
2020-10-08,60.0
2020-10-09,60.12
2020-10-12,58.92
2020-10-13,59.35
2020-10-14,59.2
2020-10-15,58.86
2020-10-16,60.01
2020-10-19,61.44
2020-10-20,60.52
2020-10-21,59.54
2020-10-22,59.1
2020-10-23,55.2
2020-10-26,52.79
2020-10-27,55.05
2020-10-28,57.89
2020-10-29,57.51
2020-10-30,58.56
2020-11-02,59.16
2020-11-03,64.94
2020-11-04,67.22
2020-11-05,67.02
2020-11-06,65.18
2020-11-09,62.17
2020-11-10,62.6
2020-11-11,61.25
2020-11-12,58.74
2020-11-13,57.66
2020-11-16,55.87
2020-11-17,58.82
2020-11-18,60.45
2020-11-19,60.49
2020-11-20,63.29
2020-11-23,63.49
2020-11-24,61.92
2020-11-25,64.87
2020-11-26,65.99
2020-11-27,64.02
2020-11-30,63.71
2020-12-01,62.11
2020-12-02,59.64
2020-12-03,61.37
2020-12-04,65.05
2020-12-07,62.43
2020-12-08,63.55
2020-12-09,62.37
2020-12-10,61.52
2020-12-11,60.49
2020-12-14,58.99
2020-12-15,59.13
2020-12-16,57.72
2020-12-17,58.24
2020-12-18,58.2
2020-12-21,57.84
2020-12-22,56.33
2020-12-23,55.41
2020-12-24,56.73
2020-12-25,57.64
2020-12-28,56.02
2020-12-29,56.24
2020-12-30,57.57
2020-12-31,54.81
2021-01-01,55.76
2021-01-04,54.7
2021-01-05,55.7
2021-01-06,54.48
2021-01-07,51.66
2021-01-08,49.24
2021-01-11,49.35
2021-01-12,49.78
2021-01-13,48.49
2021-01-14,49.47
2021-01-15,47.1
2021-01-18,47.05
2021-01-19,45.41
2021-01-20,44.57
2021-01-21,44.67
2021-01-22,43.57
2021-01-25,43.11
2021-01-26,44.47
2021-01-27,43.74
2021-01-28,44.89
2021-01-29,43.43
2021-02-01,44.17
2021-02-02,46.16
2021-02-03,42.9
2021-02-04,41.92
2021-02-05,42.69
2021-02-08,42.47
2021-02-09,42.98
2021-02-10,42.24
2021-02-11,42.39
2021-02-12,42.23
2021-02-15,43.77
2021-02-16,44.15
2021-02-17,44.63
2021-02-18,44.12
2021-02-19,43.52
2021-02-22,43.0
2021-02-23,43.54
2021-02-24,43.04
2021-02-25,43.45
2021-02-26,46.28
2021-03-01,47.55
2021-03-02,47.12
2021-03-03,48.89
2021-03-04,48.34
2021-03-05,45.51
2021-03-08,44.2
2021-03-09,41.82
2021-03-10,41.42
2021-03-11,41.47
2021-03-12,43.65
2021-03-15,44.12
2021-03-16,43.87
2021-03-17,45.01
2021-03-18,42.16
2021-03-19,42.5
2021-03-22,43.53
2021-03-23,41.67
2021-03-24,43.17
2021-03-25,43.64
2021-03-26,43.14
2021-03-29,44.01
2021-03-30,47.15
2021-03-31,47.45
2021-04-01,47.84
2021-04-02,47.23
2021-04-05,46.08
2021-04-06,47.28
2021-04-07,46.12
2021-04-08,46.26
2021-04-09,45.64
2021-04-12,46.34
2021-04-13,46.85
2021-04-14,48.37
2021-04-15,47.68
2021-04-16,47.34
2021-04-19,46.01
2021-04-20,45.44
2021-04-21,45.99
2021-04-22,47.09
2021-04-23,45.84
2021-04-26,47.1
2021-04-27,49.09
2021-04-28,49.75
2021-04-29,52.68
2021-04-30,51.51
2021-05-03,49.67
2021-05-04,47.13
2021-05-05,49.33
2021-05-06,50.35
2021-05-07,50.31
2021-05-10,50.78
2021-05-11,49.14
2021-05-12,52.92
2021-05-13,53.17
2021-05-14,53.4
2021-05-17,54.62
2021-05-18,55.46
2021-05-19,55.88
2021-05-20,54.62
2021-05-21,55.44
2021-05-24,58.71
2021-05-25,61.19
2021-05-26,64.24
2021-05-27,63.31
2021-05-28,61.51
2021-05-31,61.34
2021-06-01,61.49
2021-06-02,63.6
2021-06-03,60.5
2021-06-04,63.4
2021-06-07,63.15
2021-06-08,62.4
2021-06-09,60.59
2021-06-10,57.7
2021-06-11,59.2
2021-06-14,59.38
2021-06-15,57.17
2021-06-16,55.04
2021-06-17,54.54
2021-06-18,57.39
2021-06-21,56.99
2021-06-22,54.52
2021-06-23,54.17
2021-06-24,53.78
2021-06-25,49.64
2021-06-28,49.6
2021-06-29,49.3
2021-06-30,50.38
2021-07-01,53.3
2021-07-02,55.18
2021-07-05,54.79
2021-07-06,53.04
2021-07-07,57.35
2021-07-08,57.5
2021-07-09,57.58
2021-07-12,57.58
2021-07-13,57.98
2021-07-14,57.78
2021-07-15,56.84
2021-07-16,55.96
2021-07-19,55.96
2021-07-20,55.1
2021-07-21,53.98
2021-07-22,54.2
2021-07-23,53.83
2021-07-26,56.36
2021-07-27,52.1
2021-07-28,53.88
2021-07-29,55.98
2021-07-30,52.65
2021-08-02,52.16
2021-08-03,51.62
2021-08-04,49.53
2021-08-05,48.43
2021-08-06,46.88
2021-08-09,49.46
2021-08-10,50.91
2021-08-11,52.93
2021-08-12,54.14
2021-08-13,52.38
2021-08-16,51.61
2021-08-17,52.42
2021-08-18,50.57
2021-08-19,51.71
2021-08-20,51.38
2021-08-23,50.85
2021-08-24,51.99
2021-08-25,52.74
2021-08-26,52.21
2021-08-27,54.11
2021-08-30,52.43
2021-08-31,53.45
2021-09-01,54.46
2021-09-02,54.0
2021-09-03,54.58
2021-09-06,52.61
2021-09-07,54.14
2021-09-08,53.88
2021-09-09,53.09
2021-09-10,54.84
2021-09-13,53.74
2021-09-14,51.56
2021-09-15,49.25
2021-09-16,50.19
2021-09-17,48.34
2021-09-20,51.0
2021-09-21,47.95
2021-09-22,50.5
2021-09-23,50.87
2021-09-24,50.76
2021-09-27,49.98
2021-09-28,50.63
2021-09-29,50.61
2021-09-30,52.36
2021-10-01,52.59
2021-10-04,52.87
2021-10-05,52.34
2021-10-06,52.3
2021-10-07,52.83
2021-10-08,50.23
2021-10-11,48.28
2021-10-12,49.41
2021-10-13,49.71
2021-10-14,49.48
2021-10-15,49.55
2021-10-18,50.11
2021-10-19,49.35
2021-10-20,48.25
2021-10-21,48.58
2021-10-22,47.21
2021-10-25,47.83
2021-10-26,45.49
2021-10-27,46.96
2021-10-28,47.67
2021-10-29,48.08
2021-11-01,49.56
2021-11-02,52.14
2021-11-03,53.8
2021-11-04,50.95
2021-11-05,49.08
2021-11-08,48.21
2021-11-09,48.29
2021-11-10,49.09
2021-11-11,48.07
2021-11-12,48.38
2021-11-15,47.34
2021-11-16,46.52
2021-11-17,44.63
2021-11-18,43.45
2021-11-19,41.76
2021-11-22,40.59
2021-11-23,41.93
2021-11-24,40.79
2021-11-25,44.18
2021-11-26,44.88
2021-11-29,45.16
2021-11-30,44.05
2021-12-01,45.03
2021-12-02,44.29
2021-12-03,44.5
2021-12-06,48.09
2021-12-07,47.99
2021-12-08,49.72
2021-12-09,48.72
2021-12-10,48.71
2021-12-13,51.42
2021-12-14,50.5
2021-12-15,53.37
2021-12-16,54.56
2021-12-17,53.69
2021-12-20,54.77
2021-12-21,56.44
2021-12-22,57.55
2021-12-23,54.95
2021-12-24,53.81
2021-12-27,53.46
2021-12-28,53.39
2021-12-29,54.44
2021-12-30,54.77
2021-12-31,52.67
2022-01-03,53.32
2022-01-04,54.35
2022-01-05,55.32
2022-01-06,57.19
2022-01-07,58.69
2022-01-10,59.56
2022-01-11,59.48
2022-01-12,56.64
2022-01-13,57.42
2022-01-14,57.83
2022-01-17,58.36
2022-01-18,56.21
2022-01-19,54.46
2022-01-20,56.26
2022-01-21,56.24
2022-01-24,57.45
2022-01-25,57.55
2022-01-26,57.65
2022-01-27,59.35
2022-01-28,58.49
2022-01-31,58.71
2022-02-01,57.95
2022-02-02,57.25
2022-02-03,56.77
2022-02-04,57.2
2022-02-07,56.43
2022-02-08,58.65
2022-02-09,57.14
2022-02-10,56.87
2022-02-11,56.18
2022-02-14,58.72
2022-02-15,59.12
2022-02-16,61.03
2022-02-17,58.42
2022-02-18,58.94
2022-02-21,60.58
2022-02-22,60.79
2022-02-23,62.82
2022-02-24,61.9
2022-02-25,64.63
2022-02-28,69.3
2022-03-01,68.61
2022-03-02,67.76
2022-03-03,70.84
2022-03-04,74.34
2022-03-07,73.25
2022-03-08,72.39
2022-03-09,71.85
2022-03-10,69.07
2022-03-11,67.25
2022-03-14,65.31
2022-03-15,63.87
2022-03-16,63.86
2022-03-17,64.37
2022-03-18,67.49
2022-03-21,65.56
2022-03-22,67.58
2022-03-23,67.2
2022-03-24,67.16
2022-03-25,68.6
2022-03-28,66.38
2022-03-29,67.2
2022-03-30,67.6
2022-03-31,68.66
2022-04-01,69.32
2022-04-04,74.69
2022-04-05,73.33
2022-04-06,72.24
2022-04-07,70.96
2022-04-08,69.85
2022-04-11,68.58
2022-04-12,71.13
2022-04-13,74.3
2022-04-14,73.1
2022-04-15,71.36
2022-04-18,72.43
2022-04-19,71.31
2022-04-20,72.74
2022-04-21,73.24
2022-04-22,70.05
2022-04-25,73.44
2022-04-26,77.57
2022-04-27,76.22
2022-04-28,75.41
2022-04-29,76.12
2022-05-02,76.96
2022-05-03,78.56
2022-05-04,83.51
2022-05-05,83.14
2022-05-06,81.25
2022-05-09,78.02
2022-05-10,76.39
2022-05-11,76.38
2022-05-12,80.68
2022-05-13,79.5
2022-05-16,80.11
2022-05-17,80.14
2022-05-18,83.12
2022-05-19,89.74
2022-05-20,88.4
2022-05-23,87.18
2022-05-24,90.04
2022-05-25,91.98
2022-05-26,97.3
2022-05-27,99.1
2022-05-30,98.13
2022-05-31,99.97
2022-06-01,103.44
2022-06-02,106.1
2022-06-03,107.82
2022-06-06,111.43
2022-06-07,115.5
2022-06-08,120.5
2022-06-09,122.97
2022-06-10,122.46
2022-06-13,123.11
2022-06-14,127.76
2022-06-15,124.77
2022-06-16,126.27
2022-06-17,124.89
2022-06-20,125.11
2022-06-21,130.11
2022-06-22,130.97
2022-06-23,131.27
2022-06-24,126.13
2022-06-27,129.1
2022-06-28,131.73
2022-06-29,140.69
2022-06-30,139.51
2022-07-01,140.55
2022-07-04,141.73
2022-07-05,148.73
2022-07-06,148.43
2022-07-07,149.81
2022-07-08,152.7
2022-07-11,153.69
2022-07-12,151.77
2022-07-13,152.79
2022-07-14,157.93
2022-07-15,153.27
2022-07-18,154.01
2022-07-19,150.94
2022-07-20,156.59
2022-07-21,149.72
2022-07-22,147.36
2022-07-25,149.17
2022-07-26,156.47
2022-07-27,156.3
2022-07-28,153.85
2022-07-29,162.92
2022-08-01,156.13
2022-08-02,146.29
2022-08-03,148.36
2022-08-04,146.27
2022-08-05,141.98
2022-08-08,145.15
2022-08-09,146.34
2022-08-10,144.01
2022-08-11,138.7
2022-08-12,142.51
2022-08-15,145.44
2022-08-16,145.13
2022-08-17,153.53
2022-08-18,148.81
2022-08-19,142.27
2022-08-22,139.47
2022-08-23,139.4
2022-08-24,140.54
2022-08-25,139.65
2022-08-26,141.25
2022-08-29,136.16
2022-08-30,142.31
2022-08-31,142.09
2022-09-01,147.06
2022-09-02,148.7
2022-09-05,150.89
2022-09-06,153.62
2022-09-07,155.83
2022-09-08,159.0
2022-09-09,165.61
2022-09-12,166.73
2022-09-13,170.47
2022-09-14,170.15
2022-09-15,177.82
2022-09-16,174.4
2022-09-19,184.24
2022-09-20,184.17
2022-09-21,176.59
2022-09-22,177.42
2022-09-23,173.98
2022-09-26,178.58
2022-09-27,175.27
2022-09-28,173.09
2022-09-29,163.69
2022-09-30,161.62
2022-10-03,150.42
2022-10-04,143.56
2022-10-05,147.0
2022-10-06,150.63
2022-10-07,152.7
2022-10-10,148.46
2022-10-11,148.38
2022-10-12,148.49
2022-10-13,143.54
2022-10-14,150.29
2022-10-17,154.43
2022-10-18,153.55
2022-10-19,153.8
2022-10-20,154.9
2022-10-21,145.82
2022-10-24,144.87
2022-10-25,142.06
2022-10-26,137.97
2022-10-27,136.93
2022-10-28,144.64
2022-10-31,147.58
2022-11-01,145.19
2022-11-02,147.84
2022-11-03,154.31
2022-11-04,158.79
2022-11-07,159.21
2022-11-08,156.28
2022-11-09,159.73
2022-11-10,161.76
2022-11-11,166.31
2022-11-14,169.65
2022-11-15,175.23
2022-11-16,172.59
2022-11-17,179.7
2022-11-18,180.93
2022-11-21,192.71
2022-11-22,188.93
2022-11-23,199.2
2022-11-24,200.56
2022-11-25,196.85
2022-11-28,194.18
2022-11-29,192.49
2022-11-30,195.12
2022-12-01,198.38
2022-12-02,195.16
2022-12-05,195.19
2022-12-06,208.32
2022-12-07,219.59
2022-12-08,222.68
2022-12-09,223.12
2022-12-12,224.12
2022-12-13,228.48
2022-12-14,221.77
2022-12-15,220.25
2022-12-16,209.68
2022-12-19,212.39
2022-12-20,216.74
2022-12-21,213.8
2022-12-22,224.33
2022-12-23,216.42
2022-12-26,207.29
2022-12-27,208.87
2022-12-28,215.73
2022-12-29,227.1
2022-12-30,224.19
2023-01-02,231.76
2023-01-03,231.69
2023-01-04,230.69
2023-01-05,237.1
2023-01-06,241.99
2023-01-09,231.01
2023-01-10,241.68
2023-01-11,252.11
2023-01-12,247.64
2023-01-13,250.81
2023-01-16,254.78
2023-01-17,257.0
2023-01-18,253.01
2023-01-19,248.18
2023-01-20,248.2
2023-01-23,257.31
2023-01-24,261.76
2023-01-25,259.09
2023-01-26,265.39
2023-01-27,243.86
2023-01-30,252.63
2023-01-31,239.99
2023-02-01,237.6
2023-02-02,229.95
2023-02-03,221.38
2023-02-06,229.42
2023-02-07,226.42
2023-02-08,228.98
2023-02-09,228.86
2023-02-10,232.36
2023-02-13,233.09
2023-02-14,224.48
2023-02-15,231.49
2023-02-16,228.29
2023-02-17,218.06
2023-02-20,215.46
2023-02-21,225.58
2023-02-22,231.61
2023-02-23,229.39
2023-02-24,227.2
2023-02-27,225.21
2023-02-28,239.89
2023-03-01,242.87
2023-03-02,246.23
2023-03-03,254.18
2023-03-06,256.23
2023-03-07,254.46
2023-03-08,253.19
2023-03-09,252.86
2023-03-10,252.8
2023-03-13,258.6
2023-03-14,259.22
2023-03-15,265.21
2023-03-16,264.8
2023-03-17,265.65
2023-03-20,250.41
2023-03-21,257.61
2023-03-22,260.53
2023-03-23,268.68
2023-03-24,246.53
2023-03-27,262.7
2023-03-28,261.82
2023-03-29,270.91
2023-03-30,262.81
2023-03-31,267.92
2023-04-03,259.81
2023-04-04,255.21
2023-04-05,270.53
2023-04-06,269.22
2023-04-07,271.21
2023-04-10,278.62
2023-04-11,283.04
2023-04-12,284.57
2023-04-13,287.95
2023-04-14,309.74
2023-04-17,309.47
2023-04-18,311.61
2023-04-19,321.87
2023-04-20,333.01
2023-04-21,345.38
2023-04-24,352.37
2023-04-25,340.78
2023-04-26,358.2
2023-04-27,346.39
2023-04-28,349.85
2023-05-01,342.32
2023-05-02,341.96
2023-05-03,345.64
2023-05-04,349.29
2023-05-05,354.05
2023-05-08,371.93
2023-05-09,377.35
2023-05-10,374.92
2023-05-11,386.25
2023-05-12,400.63
2023-05-15,386.47
2023-05-16,393.8
2023-05-17,402.52
2023-05-18,399.28
2023-05-19,416.47
2023-05-22,414.95
2023-05-23,416.88
2023-05-24,415.08
2023-05-25,415.63
2023-05-26,402.53
2023-05-29,385.84
2023-05-30,405.09
2023-05-31,395.27
2023-06-01,384.02
2023-06-02,360.3
2023-06-05,353.77
2023-06-06,340.29
2023-06-07,357.78
2023-06-08,369.11
2023-06-09,361.88
2023-06-12,387.51
2023-06-13,399.43
2023-06-14,395.9
2023-06-15,367.62
2023-06-16,394.11
2023-06-19,378.34
2023-06-20,360.43
2023-06-21,371.98
2023-06-22,400.57
2023-06-23,417.92
2023-06-26,425.41
2023-06-27,433.45
2023-06-28,445.07
2023-06-29,455.71
2023-06-30,459.97
2023-07-03,461.8
2023-07-04,461.33
2023-07-05,451.41
2023-07-06,448.01
2023-07-07,426.19
2023-07-10,425.3
2023-07-11,413.23
2023-07-12,400.11
2023-07-13,402.62
2023-07-14,420.16
2023-07-17,432.26
2023-07-18,412.72
2023-07-19,401.0
2023-07-20,412.83
2023-07-21,401.18
2023-07-24,398.83
2023-07-25,405.82
2023-07-26,394.54
2023-07-27,396.13
2023-07-28,380.92
2023-07-31,374.43
2023-08-01,378.36
2023-08-02,361.02
2023-08-03,366.13
2023-08-04,366.23
2023-08-07,372.67
2023-08-08,375.51
2023-08-09,391.53
2023-08-10,393.35
2023-08-11,388.64
2023-08-14,390.41
2023-08-15,397.17
2023-08-16,398.09
2023-08-17,398.92
2023-08-18,390.94
2023-08-21,383.58
2023-08-22,368.09
2023-08-23,388.26
2023-08-24,374.36
2023-08-25,366.97
2023-08-28,359.46
2023-08-29,369.56
2023-08-30,366.62
2023-08-31,380.93
2023-09-01,373.63
2023-09-04,377.09
2023-09-05,368.08
2023-09-06,392.88
2023-09-07,379.46
2023-09-08,383.33
2023-09-11,391.03
2023-09-12,396.25
2023-09-13,394.39
2023-09-14,393.2
2023-09-15,394.05
2023-09-18,392.66
2023-09-19,404.53
2023-09-20,432.63
2023-09-21,425.83
2023-09-22,409.03
2023-09-25,408.3
2023-09-26,441.54
2023-09-27,431.39
2023-09-28,453.52
2023-09-29,477.34
2023-10-02,469.89
2023-10-03,478.39
2023-10-04,502.77
2023-10-05,497.51
2023-10-06,494.91
2023-10-09,486.77
2023-10-10,472.58
2023-10-11,463.86
2023-10-12,447.52
2023-10-13,448.37
2023-10-16,438.51
2023-10-17,441.97
2023-10-18,422.18
2023-10-19,426.76
2023-10-20,437.94
2023-10-23,412.87
2023-10-24,417.89
2023-10-25,433.94
2023-10-26,418.84
2023-10-27,440.77
2023-10-30,446.73
2023-10-31,437.75
2023-11-01,437.4
2023-11-02,445.17
2023-11-03,446.57
2023-11-06,454.24
2023-11-07,442.24
2023-11-08,444.88
2023-11-09,426.77
2023-11-10,425.72
2023-11-13,414.69
2023-11-14,405.98
2023-11-15,421.69
