Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
1410.2,-1.26760746,-0.44459893,1.6748623,-0.48874052,0.24225636,0.81370589,2.67987919,-0.63034912,-0.08888734,1.17803795,-0.25276762,0.27993676,0.37933484,1.66454679,-1.09582271,-1.07418053,0.82426217,-0.66041141,-0.55367756,0.32271567,0.12525423,1.8458342,0.37132027,0.33142571,0.59342693,0.09750889,1.3214162,0.79626327,117.89,0
1462.5,-1.08358629,-0.02716073,1.80821779,-0.89197184,2.45527262,-0.65530374,-0.82048859,-0.66086987,0.64872883,-0.01408133,1.12122103,-0.82366503,-1.67321656,-0.37093434,0.27977378,-1.46975451,-0.10651206,0.53558138,-0.80665768,-0.82398058,-1.09517476,-0.14345317,0.45632649,2.74755565,1.16521224,-1.26170605,-1.53679746,-0.11027938,481.0,0
1483.0,0.33843027,0.60254485,-0.60703523,-0.64507501,0.4605051,0.9935411,-1.23834925,0.89542478,-1.62137296,2.01877223,1.13656816,0.31535284,-0.55302998,1.11821806,1.01989321,-0.89190441,1.51250921,-1.9297334,1.61732238,-0.59603312,0.62743814,-0.76489432,0.70468512,0.23044046,0.24241187,-1.1091257,-2.49881613,-0.44571725,93.71,0
1496.8,-0.59475228,0.76336223,-0.26456414,2.39146752,-0.76283577,0.42936379,0.36662366,-0.85140048,2.23175612,-0.71173546,0.15384977,-0.9399909,0.24853464,0.43756255,-0.84712065,-0.27746839,1.29666952,-1.26727833,1.22653545,0.46687037,-0.68878602,1.9677579,0.10767452,-0.38267631,1.6799566,3.0929736,0.88781631,-0.11665936,257.46,0
1688.1,1.09169774,-0.50831791,0.40446196,-0.41607163,0.26618702,-0.07448533,-0.06192227,0.09486279,1.35844939,0.21775933,0.17635229,-1.37564829,0.80798984,0.45001667,-2.25004762,-0.42544893,0.63233805,-0.30760494,-1.26526324,-0.75280706,1.32698233,-1.50611243,-0.03616399,0.93731689,-0.58481353,0.24815859,0.18737436,0.40811522,74.51,0
1817.8,1.6569273,-0.32055292,-0.03588554,-1.47082366,0.68611587,1.36470693,-0.48342922,-0.68747012,-0.95856797,0.23809867,0.97954485,-0.33683636,-1.02995297,-2.1338306,0.39649775,0.89176424,-0.10011,1.54351722,0.16281237,-0.65676213,-1.91700801,1.30484568,1.01923173,0.81463332,1.14624123,2.28696611,-0.93450081,0.36053668,35.13,0
1836.8,-0.05190694,1.91842687,-0.4113533,0.55678732,0.80689029,-0.38157434,-0.32625738,1.470513,1.38406093,-1.51194106,-0.83174975,-0.7829462,-1.37503957,-0.12190109,0.74932137,1.86316823,-1.74367586,-0.61641232,0.04765627,1.47457833,-2.25141518,1.86347799,0.06566925,2.43255243,-1.48528312,0.72159436,-0.64000977,1.24404601,376.42,0
1846.8,0.25191329,1.09299621,-0.66551129,-2.84289719,0.50166041,1.10052236,1.38614584,1.09091857,-0.45769511,-0.03902114,0.38383428,-0.42603691,0.40807318,-2.31329281,0.59170118,-1.68960401,1.44895687,-1.05230481,-0.93561486,0.07293724,-1.75117122,-1.01692998,-0.23043408,-0.94130666,2.10474778,0.77086172,0.12514481,-0.32139458,191.81,0
2053.9,0.64967372,-0.46170543,-0.99659224,-0.21849889,0.48638019,-0.00906682,1.05686391,0.55472895,-0.11752609,-0.79294612,-0.73284649,-0.64866965,0.06154172,1.08062413,0.07436472,0.8037285,-0.63207773,-0.97434518,-0.27296707,0.70416157,1.52161213,-0.60883418,-0.58277763,-1.01847018,-0.830583,0.17398682,-0.2194322,0.4102926,473.63,0
2070.2,-1.9855082,1.17580924,1.60360447,-1.34378654,-0.07325253,-0.36467057,0.67611061,-0.03050043,-0.45419191,1.23633016,0.319659,-1.51216399,-0.26772038,0.57906219,-0.19295591,0.4613659,-0.58253382,0.37329487,0.0821803,0.5894503,-0.28914339,1.59751215,-1.25160104,-0.98400036,-0.58619488,-1.39904997,0.41735345,0.12462346,405.64,0
2080.1,-0.57685194,0.67096533,0.07014763,1.02961516,0.8654402,0.16492997,1.28170463,-0.47559576,-0.00317732,1.3208179,-0.56788954,-1.91217504,-0.51552928,0.23494808,0.32783904,0.11494036,1.33621048,1.57345209,-0.33010489,-1.79267573,-0.33715869,-1.19806649,0.99770746,0.64734403,1.27716717,-0.69534595,-1.3424819,-0.11277887,158.21,0
2131.8,-0.57270291,0.1889422,-1.42554682,0.87270202,-0.50227541,-1.84310113,-1.10822435,-0.64256245,-0.07518059,-1.66547749,0.87587344,-0.01530387,0.84821423,1.43574119,-0.29560242,-0.6356986,0.57633745,-1.73751363,1.07817598,-0.0603833,-0.42720111,-1.13545645,-1.30733978,-0.31017316,0.46017257,-0.01840218,-2.30622275,-0.68786546,216.32,0
2439.1,-0.82543424,-0.25252452,-0.2414615,-0.37749686,-0.18060036,0.36652469,-0.64486182,0.18241636,-0.70862325,-0.66565646,-0.61313086,1.47825153,0.73868271,0.8041973,-0.31242875,0.87626794,0.18138661,-0.99887601,-0.88672829,1.15648538,1.44984157,1.33979139,-0.79941674,-0.62704237,0.35104154,0.80590909,-2.29125376,0.66529336,36.57,0
2574.4,-1.27181031,-0.34488146,-1.79730639,0.46141052,0.24101663,0.12630312,0.27102651,-0.85530187,1.18240945,0.0300723,0.83119447,-0.89694483,-0.7059422,0.2873113,0.27799153,-0.00156504,1.25258585,-1.62941852,0.05193158,-1.38272028,1.73800672,0.29332385,1.55288128,1.62417286,-0.6262695,-0.38587556,1.40416366,-0.77790303,54.88,0
2742.1,1.05976553,2.04764729,-0.30510843,-0.05109807,0.51429474,1.47420021,1.62386903,-1.81625888,0.91558642,-0.76467681,0.59579781,-0.54006708,-1.04741765,-0.42904234,-1.16142132,-0.61638548,1.19179348,0.53116113,0.02148829,-1.22975795,-0.47943985,-0.22797929,-0.23473997,0.8620119,-0.80716745,-0.5107236,0.20616316,0.20967328,160.5,0
2836.6,-0.21705221,0.93620434,0.39753499,-1.58085155,0.78252091,-0.3309522,0.03401732,1.02020646,1.48575961,0.1289374,-1.35923204,0.65930402,0.68948664,0.60464223,-0.65718784,0.72935205,-0.66819701,0.28059183,-0.33620746,1.52512436,-1.35687633,0.53278608,0.2793382,0.0812291,0.43204686,-0.79462192,-0.76645615,2.31580596,40.44,0
2861.9,-0.42793939,1.39164947,-0.20035001,-0.54714626,1.84888102,-0.52667552,0.66556746,0.27484599,-0.48540204,-0.99730197,1.09396012,-0.68778643,-0.1737375,-0.42472157,-0.40249185,-0.21633453,0.8567289,-0.32206121,-1.37137586,-1.37462128,0.44375758,1.35615318,-0.07838549,-0.93977799,-0.13311616,0.45679074,1.54251073,2.088466,663.88,0
2953.2,-1.92455537,0.16766392,0.12473693,-0.40821375,0.70405441,0.43818331,-1.13344108,0.94464377,-1.38937906,1.30982251,-0.10416287,0.45639427,1.73467445,0.25622181,0.56225288,-0.72857505,-0.31784716,1.13671298,1.35776748,-0.14845223,0.10146905,1.01441219,0.03527996,0.58435034,-0.12364082,0.73796746,0.24340842,-1.68130231,298.95,0
3065.8,-1.60383112,-0.15938847,-0.05726987,-0.23477909,-0.31232494,-0.06666148,-0.87719125,0.63443885,1.26283639,-1.12313699,-2.58558203,-1.50700734,-0.98860494,1.03660732,-0.46661202,0.67125167,-0.98229611,-0.30980906,0.60346817,-0.48847746,-1.27966665,0.1550799,0.91582606,-0.33741293,-1.03554918,-0.09855891,-1.40219788,1.44560604,64.1,0
3306.5,0.55110695,-1.13794092,1.38627566,0.26845826,-0.64995093,-1.81248373,-0.60556037,0.49037657,-0.23750412,0.12819133,-0.28635767,0.20123893,-0.27793285,0.82687804,-1.55801187,-0.05171739,-2.43588847,-0.15585524,-1.426072,0.01414995,-0.15914605,-0.28240031,-0.10399007,-0.23403237,0.53418161,-0.09115789,1.31256131,1.14412818,11.79,0
3339.6,0.37568478,0.71119313,-0.98773305,-0.57445908,1.68566329,-0.55275762,0.70616979,0.27397978,0.34029122,-0.85744689,-0.16580822,-1.75782514,-0.46229133,1.66914791,-1.16176,-1.51205491,-1.50752464,0.87223894,-1.20354179,-0.76146147,0.24853145,0.50122884,1.27045827,0.27213813,0.11451214,0.08751472,0.82989358,-0.39097228,126.07,0
3423.2,-1.60918213,-1.44205027,1.33017541,0.12550818,-2.25264049,-0.47592316,-0.32423922,-0.11276222,-0.76301282,-1.07091351,0.2489248,-0.96601659,0.96423515,0.48766779,0.2367806,-0.56903234,0.11129884,0.05952048,0.14930505,-1.60761681,-0.00706878,-2.27685561,0.12237996,2.46981307,-0.97275604,-0.81042567,0.82954191,-0.84244334,170.03,0
3427.4,1.45453158,1.38733575,0.64828938,-0.15298676,-1.28584288,-0.66429851,0.79488721,1.54894214,-0.91746309,1.18111452,-1.62823976,0.12820964,0.75331668,-0.62613369,-0.32152039,1.37637413,0.37166994,0.47821234,0.32185347,-0.84825859,-0.88375367,-0.95632147,0.22399623,-0.31282528,0.37802052,0.61254113,-0.33857575,0.75774102,48.6,0
3598.1,0.66561706,-0.10851012,0.90517108,0.65308983,-1.13893052,-1.55272807,2.2123766,0.85129436,-1.13285736,1.66884154,-0.71041567,1.36656909,-0.09722257,1.63475174,-1.55188234,1.11079984,-1.6674598,0.00836258,1.05517297,1.67725641,-1.15056786,-0.78471162,0.41896537,-0.19833972,0.40347523,0.6586553,-0.77722734,1.06307598,164.85,0
4095.3,0.64074412,1.97846363,1.28968821,-1.05193424,-1.58196935,1.3572883,-0.43640417,-0.13164683,-0.48814325,0.32710065,-0.41390349,-1.19034727,-1.78498989,-2.39190709,-1.05419731,1.22470672,-0.93769461,-0.0235089,1.12149381,1.31387659,-0.55701642,0.7113232,-0.37550888,-1.93842416,0.95743863,0.11012948,-0.87705972,0.20600111,171.41,0
4153.1,0.44641841,0.56457224,0.32001361,1.30960974,0.38442308,-0.34707253,0.11655774,0.32854944,0.34329143,-0.56840047,0.48160242,-0.22699948,0.07391063,1.04387433,-0.48135875,2.20827218,-0.80538509,0.20788069,1.28095025,0.67409695,-1.57887571,2.11722694,1.78856679,-0.09552474,-0.6042341,0.97634308,0.57303716,-0.07047906,90.29,0
4412.3,-0.9345817,-1.40686596,-1.14961054,-1.73846623,-0.11810862,-1.31813954,-0.06782627,-0.38753384,0.57760384,0.12506108,-0.22504486,-0.1455781,-0.96870881,0.40417193,-0.00553427,2.07065501,1.09321641,0.18819368,1.1682937,-1.12523533,-0.56835115,-1.41464706,0.80008062,0.70495553,-1.00177759,1.07220813,0.35907509,-1.06585171,46.74,0
4521.3,1.83027514,0.62085553,-0.06922378,-0.99377138,-0.22754501,0.17016691,0.62405407,0.02853367,-0.47276708,-0.66795598,-0.41227348,1.8220001,0.85326712,-0.68084879,-1.22284999,-0.18137814,-0.60334858,-0.11372009,0.13232577,1.10531068,-2.05519307,-0.43166619,0.53424563,-0.21430394,0.14727955,-0.66536482,0.72603605,0.82544801,190.2,0
4550.6,-1.03994758,0.1081989,0.0066395,-1.11773384,-0.48841383,0.0509344,0.91437324,-0.32400267,0.11771835,0.13961276,-0.04731656,-1.47496662,0.18122404,0.48515406,1.00962561,-0.0489175,0.17148544,-1.4865748,1.64467132,0.80133037,-0.86846721,-0.22329915,-0.41290764,0.35436725,0.24985461,0.79725898,0.21887775,1.43192881,391.28,0
4628.1,-0.45976307,0.42967777,-1.37313455,-1.24049947,-0.05859302,0.02354461,-0.07267016,1.36525627,2.00140255,3.26167009,0.24908412,2.19302065,-0.03802022,-0.80612509,0.41376234,-1.78002342,-0.56736621,-1.65289475,-0.64322547,-1.74312853,1.42948505,0.73226293,0.86265456,0.72880804,0.06745118,-0.08150069,-1.65166989,-1.85030359,64.62,0
5202.4,-0.20758076,-0.71378489,-0.55217106,-1.08957205,-1.98239577,-1.35988825,-0.33184519,-0.8219794,-1.9932723,0.65855225,2.18342717,-0.95758704,-0.17222651,-0.86530664,-0.53404846,-0.09153093,0.49975002,-0.44855535,-0.88158573,-0.15385187,1.24708093,-1.06330782,0.52977263,0.99377866,-0.06147375,0.83753829,-0.87396351,-1.04098421,122.66,0
5211.1,-0.03005572,-0.62521767,0.60666082,-1.35500116,-0.82522493,-0.56958679,-0.37391296,0.79802828,-0.40562974,0.81675319,-0.02789308,1.32177108,0.0088308,-0.29545237,-0.34012614,-1.03101277,-1.179411,-1.29560818,0.16776897,-0.00961243,-0.05582673,-0.0039539,-0.22578991,2.36182293,-1.14492294,-0.10709768,0.23720802,0.53331349,313.57,0
5326.5,0.70928093,0.6454113,-0.45740475,1.17774054,-2.45644881,0.44483371,-0.91800775,-0.29253506,-0.42603824,-1.06128968,-0.1042435,0.72566033,-0.30748629,1.04614251,-0.86516567,1.2687928,-1.5511807,0.59856364,-1.74107858,1.15694895,0.2027674,0.28877228,0.08097134,-2.36255735,0.01900609,0.65501898,0.47159372,0.13220371,593.72,0
5345.9,0.56500935,-2.44276628,-0.22062943,0.35272121,-0.29950405,0.68231841,0.44200714,0.20817229,1.28960565,-0.47596199,2.17130091,-1.35296684,0.39205571,-0.94315506,0.27741596,-0.50067291,-1.44781757,0.96760445,0.47053779,-1.48498444,-0.34407838,2.26153823,0.13999113,-3.37667934,-0.81313605,-0.6468568,0.4422674,-0.63057586,438.24,0
5422.1,0.45990696,-0.6080105,0.45540503,1.08138383,-0.54826975,-0.84421627,-0.22451701,-0.85526199,0.59717825,0.6596402,1.02479715,-0.21762244,-0.88015681,2.04136511,-1.41770331,-0.63015724,1.74669605,0.08169789,0.9943652,-0.29370932,-2.97453639,0.24549675,1.23983172,1.66581184,0.0852576,1.3583146,2.10214585,-0.58129618,40.53,0
5423.4,0.76587281,0.25354655,-1.35862421,-0.87729016,-1.65368018,-2.62309827,0.63508754,-0.51381805,-0.8160177,0.69677386,-0.76034347,-1.20340995,0.56423215,-0.8017518,-1.55678445,-0.0365307,-1.879919,0.79029672,1.75653346,-1.16896908,-0.46935805,-1.73161374,0.81168576,-1.42409436,-0.03023351,0.96850072,-1.05872987,-0.01059817,116.85,0
5465.1,-0.83492761,-1.00487874,0.6039581,0.0850642,1.09333537,0.66470995,-0.21262659,-0.15752599,0.46181553,0.37775972,-1.69279825,0.92653942,-0.56096901,1.13403363,0.1791369,-0.64958813,-0.00022166,1.44047756,-0.74957004,-1.70958492,-0.25568422,1.25938468,1.58816305,1.03273589,-2.12025182,-0.23712665,-0.47807028,-0.17645121,185.74,0
5537.3,0.34319098,-1.92392283,-1.20906322,0.04628739,1.88247937,0.5027649,-1.50463847,0.12413186,-1.32236015,-0.28284914,0.07432843,0.16584014,-0.87511304,-1.35827075,-0.72918287,-0.05302726,0.73786952,-0.11472773,0.14721433,0.06964891,0.53602411,-0.3636486,0.589087,-0.55794716,-0.65029598,-0.02903028,-1.36498442,-1.12266899,471.91,0
5588.7,-1.36771224,0.49606107,-0.09774724,1.30686853,-0.13908873,0.96914351,1.55977993,-1.37649524,0.33984102,0.26245002,-0.76791577,0.8273322,0.55577141,0.30184913,0.47228564,-0.78224037,-0.91441125,2.91510004,-1.03063299,-0.15614608,-1.48880026,-0.70345827,1.02431916,-0.05832912,-1.42137982,0.70042119,-1.24381615,0.12932802,58.44,0
5736.7,-1.37509648,-1.12138478,0.20427895,1.58063277,-0.55927382,-0.01068856,-0.51330984,-0.50772177,1.18950999,-1.68640248,1.96980193,0.14650287,1.14969222,-1.33380279,-0.07319521,-1.20026149,-0.21821794,-0.98074768,-0.81105348,0.13279433,1.59038755,-1.08078271,-0.34670558,0.5078222,-0.05747654,2.22922999,0.74866537,-0.21490061,331.75,0
5835.2,-1.53377914,-1.84524081,1.36873484,-0.02985057,-0.23765152,0.02700256,-0.07861809,-0.30604986,-0.11787522,-0.19154441,0.1834102,-0.45873015,-0.40117177,-0.85155883,-0.01831953,-0.2878704,-0.30722516,0.64194588,-1.27786879,0.21454225,-0.81254119,2.01564728,0.70636211,-0.19033751,1.48797833,0.76749801,-0.83245303,0.06425376,208.61,0
5880.0,-0.00652169,-0.14954467,0.23600406,0.6895048,0.1109532,-1.51133509,-0.8370862,-0.91711414,0.25592945,-0.63821446,-0.19476384,0.98951291,0.04175801,-0.41284235,-0.73660285,0.88986053,-2.15880835,-0.66302548,-0.085441,0.69811801,0.98079336,0.72230964,-0.34154565,-1.36086283,0.02625199,-1.52412177,1.84631507,1.60056111,134.38,0
5977.7,0.33253247,2.11418824,-0.37927508,0.53253901,0.03111621,0.11043593,0.46465757,0.81788464,1.76196185,0.46110239,1.50188137,-1.00874488,-1.50075007,2.23681718,1.57196638,1.36014194,0.13499351,0.89759837,-0.75380199,1.40102308,0.5723628,-0.42995523,-0.97909926,0.66701404,-1.20774456,-0.42954171,-0.23085155,-0.64302201,237.9,0
6240.9,2.0122128,-0.93595596,0.69378608,0.24470869,-0.7893731,0.45535784,0.46523405,1.19699399,-0.57815828,1.36487623,-2.23133088,-1.02238639,-0.30514787,1.07918476,2.06433895,-1.24886615,-0.50644931,0.52952085,-0.53449466,-0.24212999,0.1122964,-0.53909538,-0.72421635,-0.54095313,0.78703717,-1.68267553,0.18503505,-1.43131385,130.9,0
6599.1,-1.11728782,-2.14785278,-0.46754118,0.52381512,-1.83793892,0.50858838,0.32800825,0.9625144,1.40891016,0.18857199,-0.57230118,0.18654134,0.04075156,-0.38127319,-0.41014441,0.88937609,-1.14266234,-0.92316721,-1.04402839,1.13884939,-1.86341215,-1.04534646,-0.7070626,0.9300649,-1.25043254,-0.57261278,-0.65934364,0.69462642,259.44,0
6672.3,-1.2015067,0.26299629,0.64722073,-0.21673499,0.36270105,1.67920219,-0.18708318,-1.3071207,1.04509869,0.54270128,0.04436156,-1.47689673,-0.68881017,0.78143538,-0.28275891,-0.27268459,-1.0995592,-0.02495681,0.3743309,-0.279963,-0.73331949,0.65445344,1.27861534,-0.26433921,-0.69757105,0.10000164,-0.03187238,-0.49817361,548.95,0
6735.8,-0.17834637,1.96241871,-0.04056795,0.47468429,-0.21153248,0.71036983,-0.45984689,1.22977378,-1.23773827,0.72110682,0.14948844,2.14722587,-0.44180536,-0.70150808,1.01037405,-0.17922186,-0.6770815,-1.07700566,-0.11004223,0.61120461,-1.20790134,0.99731776,-0.87951712,-1.64026698,-0.26439275,-0.20791625,1.57454709,-0.57593983,81.84,0
6751.1,-0.94231287,1.00175202,-0.15575676,-0.63021086,1.61942563,0.47822953,-0.56293338,-0.78171082,1.32691285,-1.16796252,-0.28994323,0.53842917,1.71740066,0.06285084,0.42690768,-1.26487633,-0.7103929,-0.51343648,0.63959409,-0.59408343,1.17149154,0.91892358,1.54469385,0.60005641,-0.14801591,2.34982828,0.11798336,-0.83913213,253.25,0
6759.7,-1.36167091,-0.23297821,-0.29948111,1.48893968,1.01352184,-0.13404658,-0.79012556,0.02346014,-1.01106331,-0.81285069,-0.30103864,-0.76095934,-0.64843904,-0.36348254,-1.03936765,1.51863849,-2.12732181,0.69953907,0.66869639,-0.17984892,-0.16463794,0.13809075,0.04279991,0.69727321,0.54181335,-0.40874546,-0.98853604,0.31312214,230.8,0
6881.8,1.63895538,0.6545,-1.40619278,-0.05844074,-1.03620349,-0.00682956,-0.12368006,-0.39591829,-1.34728847,-0.31509417,-0.1479125,0.84851598,-0.67231592,-0.04783475,0.44236273,-1.15833465,-1.09703826,0.89908815,0.76568343,-1.30353611,1.41717912,0.62509272,-0.24313441,-1.92056754,0.39683839,0.15111056,-1.00726253,0.43976719,78.71,0
7023.1,0.44123624,1.08008739,-0.41926428,-0.51787623,0.63363141,-0.63769636,-1.35577419,0.480662,-0.27167606,-0.45820003,0.38870928,0.79172925,-0.15911663,-0.73767245,-0.25163665,-0.0977107,0.42595766,1.25261119,0.27023682,1.13848519,-1.01598805,-0.3673326,-0.6400323,0.77298985,1.86947456,-0.58779603,0.12228431,-0.87812547,281.94,0
7068.8,-0.68350574,-0.99948288,2.61170651,-0.12941834,-0.00246948,1.98357771,-0.69246125,1.00635791,0.09216019,0.8922457,1.102859,1.40175695,-0.37277732,-0.68830189,-0.32984329,0.99717465,-1.12169262,1.71850647,1.72650163,-0.46307287,-0.48411662,2.10268494,-1.01254295,1.15526948,2.01455719,-0.07933688,-0.63951385,1.70130051,344.17,0
7089.0,-0.21429498,-0.45170283,-0.13813763,-0.41879134,0.98712669,-1.57517504,-1.91390816,-2.01772208,0.26929072,-0.30293673,0.61216466,1.87172273,0.60791565,0.78636365,0.73029474,0.53241497,-0.14603636,0.89731495,0.57068706,0.17378463,-0.51818717,0.37977465,0.98278009,0.91484728,-0.68679603,0.47769064,-1.45664474,0.42496323,228.43,0
7284.7,1.06793853,2.84994364,-0.66853538,-0.08555078,-1.60594391,1.31855964,1.72049285,1.06744551,0.56985051,0.0986047,-0.84494917,0.24186477,-0.01394992,-0.4587002,0.31687695,0.62684577,0.74992546,-0.56310693,0.49018276,-1.08749805,0.52939532,1.19046156,-1.93097675,0.17780555,-1.14196071,0.58662403,1.13954265,-0.8017629,557.32,0
7427.2,0.87089746,0.02440561,0.17578462,0.76399193,0.18490549,0.76036119,0.25568448,-0.56318909,0.45397196,-1.88953315,0.57810872,0.00779092,1.07575307,-0.3275361,-0.56874424,0.92743445,0.46364399,1.50107489,-1.34818724,-1.20470856,0.1073466,-0.41915686,-1.09121336,0.56130467,-0.25495416,0.39350307,0.33463314,-0.43834007,255.47,0
7553.2,0.44738002,1.27480914,1.26527804,-1.37850438,-1.98726811,0.23575319,1.38412362,0.96318619,0.66059632,-0.30768392,-0.6130211,2.87553354,0.64116643,1.59898021,-1.05060641,-0.07916283,-1.12907761,0.75018344,1.37616157,-0.75336142,-0.900454,0.38159935,2.22478631,-0.7216778,-0.09373075,-1.68956884,-0.00884815,1.34606715,190.09,0
7688.6,2.56438709,-0.03613377,0.95440823,0.73330303,-0.07539509,-1.5236266,-1.23193471,-0.93416097,-0.13437874,-0.10971322,-0.71092762,-0.04877719,1.96025428,-0.7320916,0.53470939,-0.81048856,-1.14109547,0.60821229,-1.76065372,-0.38997507,-1.09487886,-0.6077526,0.8789899,0.41687284,-1.17633554,0.73179449,1.19164977,1.09365855,200.88,0
7733.6,0.47310541,0.58425719,-1.0125252,-1.80222043,-1.15034834,0.6059297,0.9193909,-1.05959324,0.57456371,1.97193838,-0.06692949,-0.79505912,-0.38003253,-0.96483065,-0.69132228,0.416862,1.49761884,-1.07269238,-1.35025886,0.10015349,-0.70255279,-0.71625588,-0.36343397,-1.02976798,-0.36938124,-0.60673055,-0.32120754,-0.37655045,324.56,0
7742.0,0.08508788,0.87790743,0.3662644,2.2589902,-0.98165431,0.4308664,1.52890396,0.33972693,0.45257833,0.28952291,0.608421,1.08938934,1.52691576,-0.2024915,0.16691994,-1.6390989,-0.21752628,-1.37594083,-0.19565333,-1.65976717,-1.20913565,-0.45706694,0.14024694,0.32817543,-0.09357996,0.01831368,-0.12744615,-1.03449109,400.7,0
8028.5,-0.90681506,0.03232621,-0.62318194,1.86110799,0.59007071,0.061395,-0.26240148,-2.27578746,0.56004481,-0.28724678,-0.6803094,-1.76000278,0.83122124,1.27818143,0.33331419,-0.50677787,0.28888664,-1.59152014,1.35339939,-0.60518743,0.10835247,1.99934829,-0.21423627,-0.67464694,0.89958971,0.40814386,0.7048293,-0.18971349,239.09,0
8129.7,2.04956029,0.23449684,-0.36613802,0.45970878,0.99760901,-1.87137886,0.35542582,0.07237165,-1.25683462,0.58544771,0.51717272,0.48988202,-0.04481216,0.91104636,-0.1898776,0.24402491,0.56735595,-0.54833126,0.89056725,1.24504251,-1.48107362,-0.14364123,-0.61829652,-2.2005106,-1.02207346,0.42090073,0.26393561,-0.40681508,358.11,0
