date,county,state,fips,cases,deaths
2020-06-02,Autauga,Alabama,01001,160,0
2020-06-03,Autauga,Alabama,01001,161,0
2020-06-04,Autauga,Alabama,01001,163,0
2020-06-05,Autauga,Alabama,01001,164,0
2020-06-06,Autauga,Alabama,01001,166,0
2020-06-07,Autauga,Alabama,01001,169,0
2020-06-08,Autauga,Alabama,01001,174,0
2020-06-09,Autauga,Alabama,01001,179,0
2020-06-10,Autauga,Alabama,01001,183,0
2020-06-11,Autauga,Alabama,01001,186,0
2020-06-12,Autauga,Alabama,01001,188,0
2020-06-13,Autauga,Alabama,01001,190,0
2020-06-14,Autauga,Alabama,01001,191,0
2020-06-15,Autauga,Alabama,01001,193,0
2020-06-16,Autauga,Alabama,01001,198,0
2020-06-17,Autauga,Alabama,01001,201,0
2020-06-18,Autauga,Alabama,01001,202,0
2020-06-19,Autauga,Alabama,01001,207,0
2020-06-20,Autauga,Alabama,01001,210,0
2020-06-21,Autauga,Alabama,01001,210,0
2020-06-22,Autauga,Alabama,01001,213,0
2020-06-23,Autauga,Alabama,01001,214,0
2020-06-24,Autauga,Alabama,01001,214,0
2020-06-25,Autauga,Alabama,01001,217,0
2020-06-26,Autauga,Alabama,01001,218,0
2020-06-27,Autauga,Alabama,01001,223,0
2020-06-28,Autauga,Alabama,01001,226,0
2020-06-29,Autauga,Alabama,01001,230,0
2020-06-30,Autauga,Alabama,01001,235,0
2020-07-01,Autauga,Alabama,01001,237,0
2020-07-02,Autauga,Alabama,01001,239,0
2020-07-03,Autauga,Alabama,01001,245,0
2020-07-04,Autauga,Alabama,01001,248,0
2020-07-05,Autauga,Alabama,01001,249,0
2020-07-06,Autauga,Alabama,01001,257,0
2020-07-07,Autauga,Alabama,01001,258,0
2020-07-08,Autauga,Alabama,01001,261,0
2020-07-09,Autauga,Alabama,01001,269,0
2020-07-10,Autauga,Alabama,01001,273,0
2020-07-11,Autauga,Alabama,01001,280,0
2020-07-12,Autauga,Alabama,01001,285,0
2020-07-13,Autauga,Alabama,01001,291,0
2020-07-14,Autauga,Alabama,01001,298,0
2020-07-15,Autauga,Alabama,01001,304,0
2020-07-16,Autauga,Alabama,01001,306,0
2020-07-17,Autauga,Alabama,01001,307,0
2020-07-18,Autauga,Alabama,01001,310,0
2020-07-19,Autauga,Alabama,01001,316,0
2020-07-20,Autauga,Alabama,01001,322,0
2020-07-21,Autauga,Alabama,01001,326,0
2020-07-22,Autauga,Alabama,01001,333,0
2020-07-23,Autauga,Alabama,01001,337,0
2020-07-24,Autauga,Alabama,01001,338,0
2020-07-25,Autauga,Alabama,01001,344,0
2020-07-26,Autauga,Alabama,01001,350,0
2020-07-27,Autauga,Alabama,01001,354,0
2020-07-28,Autauga,Alabama,01001,355,0
2020-07-29,Autauga,Alabama,01001,363,0
2020-07-30,Autauga,Alabama,01001,370,0
2020-07-31,Autauga,Alabama,01001,372,0
2020-08-01,Autauga,Alabama,01001,375,0
2020-08-02,Autauga,Alabama,01001,382,0
2020-08-03,Autauga,Alabama,01001,390,0
2020-08-04,Autauga,Alabama,01001,393,0
2020-08-05,Autauga,Alabama,01001,400,0
2020-08-06,Autauga,Alabama,01001,404,0
2020-08-07,Autauga,Alabama,01001,406,0
2020-08-08,Autauga,Alabama,01001,413,0
2020-08-09,Autauga,Alabama,01001,420,0
2020-08-10,Autauga,Alabama,01001,421,0
2020-08-11,Autauga,Alabama,01001,424,0
2020-08-12,Autauga,Alabama,01001,431,0
2020-08-13,Autauga,Alabama,01001,438,0
2020-08-14,Autauga,Alabama,01001,445,0
2020-08-15,Autauga,Alabama,01001,452,0
2020-08-16,Autauga,Alabama,01001,454,0
2020-08-17,Autauga,Alabama,01001,458,0
2020-08-18,Autauga,Alabama,01001,465,0
2020-08-19,Autauga,Alabama,01001,466,0
2020-08-20,Autauga,Alabama,01001,469,0
2020-08-21,Autauga,Alabama,01001,477,0
2020-08-22,Autauga,Alabama,01001,483,0
2020-08-23,Autauga,Alabama,01001,491,0
2020-08-24,Autauga,Alabama,01001,499,0
2020-08-25,Autauga,Alabama,01001,507,0
2020-08-26,Autauga,Alabama,01001,515,0
2020-08-27,Autauga,Alabama,01001,516,0
2020-08-28,Autauga,Alabama,01001,522,0
2020-08-29,Autauga,Alabama,01001,527,0
2020-08-30,Autauga,Alabama,01001,531,0
2020-08-31,Autauga,Alabama,01001,534,0
2020-09-01,Autauga,Alabama,01001,535,0
2020-09-02,Autauga,Alabama,01001,540,0
2020-09-03,Autauga,Alabama,01001,546,0
2020-09-04,Autauga,Alabama,01001,549,0
2020-09-05,Autauga,Alabama,01001,555,0
2020-09-06,Autauga,Alabama,01001,558,0
2020-09-07,Autauga,Alabama,01001,564,0
2020-09-08,Autauga,Alabama,01001,567,0
2020-09-09,Autauga,Alabama,01001,571,0
2020-09-10,Autauga,Alabama,01001,573,0
2020-09-11,Autauga,Alabama,01001,581,0
2020-09-12,Autauga,Alabama,01001,589,0
2020-09-13,Autauga,Alabama,01001,592,0
2020-09-14,Autauga,Alabama,01001,593,0
2020-09-15,Autauga,Alabama,01001,597,0
2020-09-16,Autauga,Alabama,01001,603,0
2020-09-17,Autauga,Alabama,01001,607,0
2020-09-18,Autauga,Alabama,01001,611,0
2020-09-19,Autauga,Alabama,01001,618,0
2020-09-20,Autauga,Alabama,01001,619,0
2020-09-21,Autauga,Alabama,01001,625,0
2020-09-22,Autauga,Alabama,01001,632,0
2020-09-23,Autauga,Alabama,01001,638,0
2020-09-24,Autauga,Alabama,01001,640,0
2020-09-25,Autauga,Alabama,01001,643,0
2020-09-26,Autauga,Alabama,01001,650,0
2020-09-27,Autauga,Alabama,01001,654,0
2020-09-28,Autauga,Alabama,01001,656,0
2020-09-29,Autauga,Alabama,01001,660,0
2020-09-30,Autauga,Alabama,01001,666,0
2020-10-01,Autauga,Alabama,01001,672,0
2020-10-02,Autauga,Alabama,01001,673,0
2020-10-03,Autauga,Alabama,01001,675,0
2020-10-04,Autauga,Alabama,01001,680,0
2020-10-05,Autauga,Alabama,01001,683,0
2020-10-06,Autauga,Alabama,01001,687,0
2020-10-07,Autauga,Alabama,01001,693,0
2020-10-08,Autauga,Alabama,01001,698,0
2020-10-09,Autauga,Alabama,01001,706,0
2020-10-10,Autauga,Alabama,01001,712,0
2020-10-11,Autauga,Alabama,01001,719,0
2020-10-12,Autauga,Alabama,01001,727,0
2020-10-13,Autauga,Alabama,01001,731,0
2020-10-14,Autauga,Alabama,01001,734,0
2020-10-15,Autauga,Alabama,01001,741,0
2020-10-16,Autauga,Alabama,01001,747,0
2020-10-17,Autauga,Alabama,01001,748,0
2020-10-18,Autauga,Alabama,01001,751,0
2020-10-19,Autauga,Alabama,01001,756,0
2020-10-20,Autauga,Alabama,01001,758,0
2020-10-21,Autauga,Alabama,01001,764,0
2020-10-22,Autauga,Alabama,01001,768,0
2020-10-23,Autauga,Alabama,01001,772,0
2020-10-24,Autauga,Alabama,01001,776,0
2020-10-25,Autauga,Alabama,01001,781,0
2020-10-26,Autauga,Alabama,01001,788,0
2020-10-27,Autauga,Alabama,01001,792,0
2020-10-28,Autauga,Alabama,01001,795,0
2020-10-29,Autauga,Alabama,01001,802,0
2020-10-30,Autauga,Alabama,01001,806,0
2020-10-31,Autauga,Alabama,01001,811,0
2020-11-01,Autauga,Alabama,01001,813,0
2020-11-02,Autauga,Alabama,01001,817,0
2020-11-03,Autauga,Alabama,01001,820,0
2020-11-04,Autauga,Alabama,01001,824,0
2020-11-05,Autauga,Alabama,01001,828,0
2020-11-06,Autauga,Alabama,01001,839,0
2020-11-07,Autauga,Alabama,01001,847,0
2020-11-08,Autauga,Alabama,01001,850,0
2020-11-09,Autauga,Alabama,01001,855,0
2020-11-10,Autauga,Alabama,01001,859,0
2020-11-11,Autauga,Alabama,01001,865,0
2020-11-12,Autauga,Alabama,01001,878,0
2020-11-13,Autauga,Alabama,01001,891,0
2020-11-14,Autauga,Alabama,01001,897,0
2020-11-15,Autauga,Alabama,01001,900,0
2020-11-16,Autauga,Alabama,01001,916,0
2020-11-17,Autauga,Alabama,01001,928,0
2020-11-18,Autauga,Alabama,01001,940,0
2020-11-19,Autauga,Alabama,01001,956,0
2020-11-20,Autauga,Alabama,01001,959,0
2020-11-21,Autauga,Alabama,01001,964,0
2020-11-22,Autauga,Alabama,01001,974,0
2020-11-23,Autauga,Alabama,01001,986,0
2020-11-24,Autauga,Alabama,01001,991,0
2020-11-25,Autauga,Alabama,01001,1004,0
2020-11-26,Autauga,Alabama,01001,1018,0
2020-11-27,Autauga,Alabama,01001,1022,0
2020-11-28,Autauga,Alabama,01001,1029,0
2020-11-29,Autauga,Alabama,01001,1045,0
2020-11-30,Autauga,Alabama,01001,1057,0
2020-12-01,Autauga,Alabama,01001,1069,0
2020-12-02,Autauga,Alabama,01001,1073,0
2020-12-03,Autauga,Alabama,01001,1087,0
2020-12-04,Autauga,Alabama,01001,1091,0
2020-12-05,Autauga,Alabama,01001,1104,0
2020-12-06,Autauga,Alabama,01001,1113,0
2020-12-07,Autauga,Alabama,01001,1123,0
2020-12-08,Autauga,Alabama,01001,1137,0
2020-12-09,Autauga,Alabama,01001,1141,0
2020-12-10,Autauga,Alabama,01001,1152,0
2020-12-11,Autauga,Alabama,01001,1164,0
2020-12-12,Autauga,Alabama,01001,1177,0
2020-12-13,Autauga,Alabama,01001,1183,0
2020-12-14,Autauga,Alabama,01001,1193,0
2020-12-15,Autauga,Alabama,01001,1202,0
2020-12-16,Autauga,Alabama,01001,1208,0
2020-12-17,Autauga,Alabama,01001,1222,0
2020-12-18,Autauga,Alabama,01001,1237,0
2020-12-19,Autauga,Alabama,01001,1246,0
2020-12-20,Autauga,Alabama,01001,1254,0
2020-12-21,Autauga,Alabama,01001,1268,0
2020-12-22,Autauga,Alabama,01001,1274,0
2020-12-23,Autauga,Alabama,01001,1281,0
2020-12-24,Autauga,Alabama,01001,1293,0
2020-12-25,Autauga,Alabama,01001,1296,0
2020-12-26,Autauga,Alabama,01001,1300,0
2020-12-27,Autauga,Alabama,01001,1309,0
2020-12-28,Autauga,Alabama,01001,1321,0
2020-12-29,Autauga,Alabama,01001,1330,0
2020-12-30,Autauga,Alabama,01001,1334,0
2020-12-31,Autauga,Alabama,01001,1346,0
2021-01-01,Autauga,Alabama,01001,1357,0
2021-01-02,Autauga,Alabama,01001,1367,0
2021-01-03,Autauga,Alabama,01001,1380,0
2021-01-04,Autauga,Alabama,01001,1392,0
2021-01-05,Autauga,Alabama,01001,1398,0
2021-01-06,Autauga,Alabama,01001,1403,0
2021-01-07,Autauga,Alabama,01001,1413,0
2021-01-08,Autauga,Alabama,01001,1418,0
2021-01-09,Autauga,Alabama,01001,1427,0
2021-01-10,Autauga,Alabama,01001,1443,0
2021-01-11,Autauga,Alabama,01001,1450,0
2021-01-12,Autauga,Alabama,01001,1455,0
2021-01-13,Autauga,Alabama,01001,1460,0
2021-01-14,Autauga,Alabama,01001,1470,0
2021-01-15,Autauga,Alabama,01001,1486,0
2021-01-16,Autauga,Alabama,01001,1498,0
2021-01-17,Autauga,Alabama,01001,1512,0
2021-01-18,Autauga,Alabama,01001,1527,0
2021-01-19,Autauga,Alabama,01001,1536,0
2021-01-20,Autauga,Alabama,01001,1541,0
2021-01-21,Autauga,Alabama,01001,1556,0
2021-01-22,Autauga,Alabama,01001,1570,0
2021-01-23,Autauga,Alabama,01001,1574,0
2021-01-24,Autauga,Alabama,01001,1578,0
2021-01-25,Autauga,Alabama,01001,1588,0
2021-01-26,Autauga,Alabama,01001,1604,0
2021-01-27,Autauga,Alabama,01001,1617,0
2021-01-28,Autauga,Alabama,01001,1630,0
2021-01-29,Autauga,Alabama,01001,1640,0
2021-01-30,Autauga,Alabama,01001,1649,0
2021-01-31,Autauga,Alabama,01001,1665,0
2021-02-01,Autauga,Alabama,01001,1676,0
2021-02-02,Autauga,Alabama,01001,1689,0
2021-02-03,Autauga,Alabama,01001,1695,0
2021-02-04,Autauga,Alabama,01001,1707,0
2021-02-05,Autauga,Alabama,01001,1712,0
2021-02-06,Autauga,Alabama,01001,1715,0
2021-02-07,Autauga,Alabama,01001,1726,0
2021-02-08,Autauga,Alabama,01001,1732,0
2021-02-09,Autauga,Alabama,01001,1744,0
2021-02-10,Autauga,Alabama,01001,1756,0
2021-02-11,Autauga,Alabama,01001,1769,0
2021-02-12,Autauga,Alabama,01001,1781,0
2021-02-13,Autauga,Alabama,01001,1790,0
2021-02-14,Autauga,Alabama,01001,1794,0
2021-02-15,Autauga,Alabama,01001,1799,0
2021-02-16,Autauga,Alabama,01001,1801,0
2021-02-17,Autauga,Alabama,01001,1806,0
2021-02-18,Autauga,Alabama,01001,1808,0
2021-02-19,Autauga,Alabama,01001,1812,0
2021-02-20,Autauga,Alabama,01001,1818,0
2021-02-21,Autauga,Alabama,01001,1821,0
2021-02-22,Autauga,Alabama,01001,1822,0
2021-02-23,Autauga,Alabama,01001,1824,0
2021-02-24,Autauga,Alabama,01001,1825,0
2021-02-25,Autauga,Alabama,01001,1830,0
2021-02-26,Autauga,Alabama,01001,1836,0
2021-02-27,Autauga,Alabama,01001,1840,0
2021-02-28,Autauga,Alabama,01001,1841,0
2021-03-01,Autauga,Alabama,01001,1844,0
2021-03-02,Autauga,Alabama,01001,1850,0
2021-03-03,Autauga,Alabama,01001,1854,0
2021-03-04,Autauga,Alabama,01001,1857,0
2021-03-05,Autauga,Alabama,01001,1860,0
2021-03-06,Autauga,Alabama,01001,1864,0
2021-03-07,Autauga,Alabama,01001,1866,0
2021-03-08,Autauga,Alabama,01001,1868,0
2021-03-09,Autauga,Alabama,01001,1873,0
2021-03-10,Autauga,Alabama,01001,1876,0
2021-03-11,Autauga,Alabama,01001,1878,0
2021-03-12,Autauga,Alabama,01001,1881,0
2021-03-13,Autauga,Alabama,01001,1887,0
2021-03-14,Autauga,Alabama,01001,1891,0
2021-03-15,Autauga,Alabama,01001,1893,0
2021-03-16,Autauga,Alabama,01001,1898,0
2021-03-17,Autauga,Alabama,01001,1903,0
2021-03-18,Autauga,Alabama,01001,1907,0
2021-03-19,Autauga,Alabama,01001,1910,0
2021-03-20,Autauga,Alabama,01001,1911,0
2021-03-21,Autauga,Alabama,01001,1915,0
2021-03-22,Autauga,Alabama,01001,1917,0
2021-03-23,Autauga,Alabama,01001,1921,0
2021-03-24,Autauga,Alabama,01001,1927,0
2021-03-25,Autauga,Alabama,01001,1930,0
2021-03-26,Autauga,Alabama,01001,1935,0
2021-03-27,Autauga,Alabama,01001,1940,0
2021-03-28,Autauga,Alabama,01001,1942,0
2021-03-29,Autauga,Alabama,01001,1948,0
2021-03-30,Autauga,Alabama,01001,1952,0
2021-03-31,Autauga,Alabama,01001,1958,0
2021-04-01,Autauga,Alabama,01001,1964,0
2021-04-02,Autauga,Alabama,01001,1966,0
2021-04-03,Autauga,Alabama,01001,1969,0
2021-04-04,Autauga,Alabama,01001,1972,0
2021-04-05,Autauga,Alabama,01001,1974,0
2021-04-06,Autauga,Alabama,01001,1978,0
2021-04-07,Autauga,Alabama,01001,1981,0
2021-04-08,Autauga,Alabama,01001,1985,0
2021-04-09,Autauga,Alabama,01001,1989,0
2021-04-10,Autauga,Alabama,01001,1992,0
2021-04-11,Autauga,Alabama,01001,1994,0
2021-04-12,Autauga,Alabama,01001,1998,0
2021-04-13,Autauga,Alabama,01001,2003,0
2021-04-14,Autauga,Alabama,01001,2008,0
2021-04-15,Autauga,Alabama,01001,2013,0
2021-04-16,Autauga,Alabama,01001,2017,0
2021-04-17,Autauga,Alabama,01001,2023,0
2021-04-18,Autauga,Alabama,01001,2024,0
2021-04-19,Autauga,Alabama,01001,2028,0
2021-04-20,Autauga,Alabama,01001,2034,0
2021-04-21,Autauga,Alabama,01001,2038,0
2021-04-22,Autauga,Alabama,01001,2043,0
2021-04-23,Autauga,Alabama,01001,2047,0
2021-04-24,Autauga,Alabama,01001,2050,0
2021-04-25,Autauga,Alabama,01001,2053,0
2021-04-26,Autauga,Alabama,01001,2057,0
2021-04-27,Autauga,Alabama,01001,2062,0
2021-04-28,Autauga,Alabama,01001,2065,0
2021-04-29,Autauga,Alabama,01001,2070,0
2021-04-30,Autauga,Alabama,01001,2075,0
2021-05-01,Autauga,Alabama,01001,2076,0
2021-05-02,Autauga,Alabama,01001,2082,0
2021-05-03,Autauga,Alabama,01001,2087,0
2021-05-04,Autauga,Alabama,01001,2088,0
2021-05-05,Autauga,Alabama,01001,2093,0
2021-05-06,Autauga,Alabama,01001,2097,0
2021-05-07,Autauga,Alabama,01001,2098,0
2021-05-08,Autauga,Alabama,01001,2100,0
2021-05-09,Autauga,Alabama,01001,2101,0
2021-05-10,Autauga,Alabama,01001,2105,0
2021-05-11,Autauga,Alabama,01001,2107,0
2021-05-12,Autauga,Alabama,01001,2112,0
2021-05-13,Autauga,Alabama,01001,2114,0
2021-05-14,Autauga,Alabama,01001,2115,0
2021-05-15,Autauga,Alabama,01001,2117,0
2021-05-16,Autauga,Alabama,01001,2118,0
2021-05-17,Autauga,Alabama,01001,2124,0
2021-05-18,Autauga,Alabama,01001,2125,0
2021-05-19,Autauga,Alabama,01001,2128,0
2021-05-20,Autauga,Alabama,01001,2132,0
2021-05-21,Autauga,Alabama,01001,2134,0
2021-05-22,Autauga,Alabama,01001,2136,0
2021-05-23,Autauga,Alabama,01001,2139,0
2021-05-24,Autauga,Alabama,01001,2143,0
2021-05-25,Autauga,Alabama,01001,2149,0
2021-05-26,Autauga,Alabama,01001,2155,0
2021-05-27,Autauga,Alabama,01001,2157,0
2021-05-28,Autauga,Alabama,01001,2161,0
2021-05-29,Autauga,Alabama,01001,2162,0
2021-05-30,Autauga,Alabama,01001,2165,0
2021-05-31,Autauga,Alabama,01001,2167,0
2021-06-01,Autauga,Alabama,01001,2171,0
2021-06-02,Autauga,Alabama,01001,2175,0
2021-06-03,Autauga,Alabama,01001,2179,0
2021-06-04,Autauga,Alabama,01001,2183,0
2021-06-05,Autauga,Alabama,01001,2187,0
2021-06-06,Autauga,Alabama,01001,2191,0
2021-06-07,Autauga,Alabama,01001,2194,0
2021-06-08,Autauga,Alabama,01001,2199,0
2021-06-09,Autauga,Alabama,01001,2201,0
2021-06-10,Autauga,Alabama,01001,2203,0
2021-06-11,Autauga,Alabama,01001,2207,0
2021-06-12,Autauga,Alabama,01001,2211,0
2021-06-13,Autauga,Alabama,01001,2216,0
2021-06-14,Autauga,Alabama,01001,2221,0
2021-06-15,Autauga,Alabama,01001,2226,0
2021-06-16,Autauga,Alabama,01001,2229,0
2021-06-17,Autauga,Alabama,01001,2235,0
2021-06-18,Autauga,Alabama,01001,2241,0
2021-06-19,Autauga,Alabama,01001,2246,0
2021-06-20,Autauga,Alabama,01001,2252,0
2021-06-21,Autauga,Alabama,01001,2255,0
2021-06-22,Autauga,Alabama,01001,2256,0
2021-06-23,Autauga,Alabama,01001,2259,0
2021-06-24,Autauga,Alabama,01001,2263,0
2021-06-25,Autauga,Alabama,01001,2268,0
2021-06-26,Autauga,Alabama,01001,2269,0
2021-06-27,Autauga,Alabama,01001,2270,0
2021-06-28,Autauga,Alabama,01001,2274,0
2021-06-29,Autauga,Alabama,01001,2276,0
2021-06-30,Autauga,Alabama,01001,2281,0
2020-03-01,Baldwin,Alabama,01003,0,0
2020-03-02,Baldwin,Alabama,01003,0,0
2020-03-03,Baldwin,Alabama,01003,0,0
2020-03-04,Baldwin,Alabama,01003,0,0
2020-03-05,Baldwin,Alabama,01003,0,0
2020-03-06,Baldwin,Alabama,01003,1,0
2020-03-07,Baldwin,Alabama,01003,3,0
2020-03-08,Baldwin,Alabama,01003,4,0
2020-03-09,Baldwin,Alabama,01003,4,0
2020-03-10,Baldwin,Alabama,01003,5,0
2020-03-11,Baldwin,Alabama,01003,7,0
2020-03-12,Baldwin,Alabama,01003,7,0
2020-03-13,Baldwin,Alabama,01003,9,0
2020-03-14,Baldwin,Alabama,01003,9,0
2020-03-15,Baldwin,Alabama,01003,10,0
2020-03-16,Baldwin,Alabama,01003,10,0
2020-03-17,Baldwin,Alabama,01003,10,0
2020-03-18,Baldwin,Alabama,01003,11,0
2020-03-19,Baldwin,Alabama,01003,12,0
2020-03-20,Baldwin,Alabama,01003,13,0
2020-03-21,Baldwin,Alabama,01003,14,0
2020-03-22,Baldwin,Alabama,01003,14,0
2020-03-23,Baldwin,Alabama,01003,14,0
2020-03-24,Baldwin,Alabama,01003,14,0
2020-03-25,Baldwin,Alabama,01003,15,0
2020-03-26,Baldwin,Alabama,01003,15,0
2020-03-27,Baldwin,Alabama,01003,15,0
2020-03-28,Baldwin,Alabama,01003,15,0
2020-03-29,Baldwin,Alabama,01003,15,0
2020-03-30,Baldwin,Alabama,01003,16,0
2020-03-31,Baldwin,Alabama,01003,18,0
2020-04-01,Baldwin,Alabama,01003,25,0
2020-04-02,Baldwin,Alabama,01003,30,0
2020-04-03,Baldwin,Alabama,01003,47,0
2020-04-04,Baldwin,Alabama,01003,64,0
2020-04-05,Baldwin,Alabama,01003,81,0
2020-04-06,Baldwin,Alabama,01003,85,0
2020-04-07,Baldwin,Alabama,01003,106,0
2020-04-08,Baldwin,Alabama,01003,123,0
2020-04-09,Baldwin,Alabama,01003,135,0
2020-04-10,Baldwin,Alabama,01003,156,0
2020-04-11,Baldwin,Alabama,01003,167,0
2020-04-12,Baldwin,Alabama,01003,183,0
2020-04-13,Baldwin,Alabama,01003,203,0
2020-04-14,Baldwin,Alabama,01003,206,0
2020-04-15,Baldwin,Alabama,01003,209,0
2020-04-16,Baldwin,Alabama,01003,223,0
2020-04-17,Baldwin,Alabama,01003,231,0
2020-04-18,Baldwin,Alabama,01003,243,0
2020-04-19,Baldwin,Alabama,01003,257,0
2020-04-20,Baldwin,Alabama,01003,273,0
2020-04-21,Baldwin,Alabama,01003,288,0
2020-04-22,Baldwin,Alabama,01003,304,0
2020-04-23,Baldwin,Alabama,01003,315,0
2020-04-24,Baldwin,Alabama,01003,324,0
2020-04-25,Baldwin,Alabama,01003,334,0
2020-04-26,Baldwin,Alabama,01003,344,0
2020-04-27,Baldwin,Alabama,01003,353,0
2020-04-28,Baldwin,Alabama,01003,373,0
2020-04-29,Baldwin,Alabama,01003,391,0
2020-04-30,Baldwin,Alabama,01003,395,0
2020-05-01,Baldwin,Alabama,01003,413,0
2020-05-02,Baldwin,Alabama,01003,427,0
2020-05-03,Baldwin,Alabama,01003,435,0
2020-05-04,Baldwin,Alabama,01003,444,0
2020-05-05,Baldwin,Alabama,01003,461,0
2020-05-06,Baldwin,Alabama,01003,477,0
2020-05-07,Baldwin,Alabama,01003,491,0
2020-05-08,Baldwin,Alabama,01003,504,0
2020-05-09,Baldwin,Alabama,01003,519,0
2020-05-10,Baldwin,Alabama,01003,523,0
2020-05-11,Baldwin,Alabama,01003,532,0
2020-05-12,Baldwin,Alabama,01003,545,0
2020-05-13,Baldwin,Alabama,01003,564,0
2020-05-14,Baldwin,Alabama,01003,582,0
2020-05-15,Baldwin,Alabama,01003,597,0
2020-05-16,Baldwin,Alabama,01003,617,0
2020-05-17,Baldwin,Alabama,01003,624,0
2020-05-18,Baldwin,Alabama,01003,640,0
2020-05-19,Baldwin,Alabama,01003,649,0
2020-05-20,Baldwin,Alabama,01003,668,0
2020-05-21,Baldwin,Alabama,01003,678,0
