21	Walmart Revenue Beats Estimates as Consumer Spending Holds Steady	http://www.bloomberg.com/news/walmart-revenue-beats-estimates	Bloomberg	b	jS8nKt3mPsYvLw6xJhDgPa	www.bloomberg.com	1394470390698
22	Federal Reserve Raises Interest Rates by Quarter Point	http://www.wsj.com/articles/fed-raises-rates-quarter-point	Wall Street Journal	b	lU1nRt5mKsYvWx9qJhFgQa	www.wsj.com	1394470391698
23	Intel Unveils New Chip Architecture to Compete With ARM Processors	http://www.arstechnica.com/intel-new-chip-architecture-arm	Ars Technica	t	nW3nKt7mPsYvLw1xJhDgRa	www.arstechnica.com	1394470392698
24	Marvel Studios Announces Phase Six Lineup at Comic Con	http://www.ew.com/marvel-phase-six-comic-con	Entertainment Weekly	e	pY5nRt9mKsYvWx3qJhFgSa	www.ew.com	1394470393698
25	Clinical Trial Shows Promising Results for Universal Flu Vaccine	http://www.nejm.org/universal-flu-vaccine-trial	NEJM	m	rA7nKt2mPsYvLw5xJhDgTa	www.nejm.org	1394470394698
26	China Trade Surplus Widens to Record High in December	http://www.reuters.com/article/china-trade-surplus-record	Reuters	b	tC9nRt4mKsYvWx7qJhFgUa	www.reuters.com	1394470395698
27	Boeing Reports Massive Loss After 737 Max Production Halt	http://www.cnbc.com/boeing-loss-737-max-halt	CNBC	b	vE2nKt6mPsYvLw9xJhDgVa	www.cnbc.com	1394470396698
28	Uber Posts First Annual Profit Since Going Public	http://www.bloomberg.com/news/uber-first-annual-profit	Bloomberg	b	xG4nRt8mKsYvWx2qJhFgWa	www.bloomberg.com	1394470397698
29	European Central Bank Cuts Rates for First Time in Five Years	http://www.ft.com/ecb-cuts-rates-first-time	Financial Times	b	zI6nKt1mPsYvLw4xJhDgXa	www.ft.com	1394470398698
30	Starbucks Same Store Sales Decline for Second Straight Quarter	http://www.wsj.com/articles/starbucks-same-store-sales-decline	Wall Street Journal	b	bK8nRt3mKsYvWx6qJhFgYa	www.wsj.com	1394470399698
31	US Unemployment Rate Falls to 3.4 Percent Lowest in 50 Years	http://www.reuters.com/article/us-unemployment-falls-50-year-low	Reuters	b	dM1nKt5mPsYvLw8xJhDgZa	www.reuters.com	1394470400698
32	Berkshire Hathaway Cash Pile Reaches Record 157 Billion Dollars	http://www.cnbc.com/berkshire-hathaway-cash-record	CNBC	b	fO3nRt7mKsYvWx1qJhFg1a	www.cnbc.com	1394470401698
33	Disney Plus Subscriber Count Drops Below Expectations	http://www.bloomberg.com/news/disney-plus-subscribers-drop	Bloomberg	b	hQ5nKt9mPsYvLw3xJhDg2a	www.bloomberg.com	1394470402698
34	OPEC Agrees to Cut Oil Production by 2 Million Barrels Per Day	http://www.reuters.com/article/opec-oil-production-cut	Reuters	b	jS7nRt2mKsYvWx5qJhFg3a	www.reuters.com	1394470403698
35	Home Depot Sales Slump as Housing Market Cools Down	http://www.wsj.com/articles/home-depot-sales-slump-housing	Wall Street Journal	b	lU9nKt4mPsYvLw7xJhDg4a	www.wsj.com	1394470404698
36	Visa and Mastercard Agree to Lower Swipe Fees for Merchants	http://www.ft.com/visa-mastercard-lower-swipe-fees	Financial Times	b	nW2nRt6mKsYvWx9qJhFg5a	www.ft.com	1394470405698
37	General Motors Invests 7 Billion in Electric Vehicle Plants	http://www.cnbc.com/gm-invests-ev-plants	CNBC	b	pY4nKt8mPsYvLw2xJhDg6a	www.cnbc.com	1394470406698
38	US GDP Growth Slows to 1.1 Percent in First Quarter	http://www.reuters.com/article/us-gdp-growth-slows-q1	Reuters	b	rA6nRt1mKsYvWx4qJhFg7a	www.reuters.com	1394470407698
39	Bank of America Profit Rises on Higher Interest Income	http://www.bloomberg.com/news/bank-america-profit-rises	Bloomberg	b	tC8nKt3mPsYvLw6xJhDg8a	www.bloomberg.com	1394470408698
40	Target Shares Plunge After Weak Holiday Sales Forecast	http://www.wsj.com/articles/target-shares-plunge-holiday	Wall Street Journal	b	vE1nRt5mKsYvWx8qJhFg9a	www.wsj.com	1394470409698
41	Dollar Strengthens Against Euro as US Economy Outperforms	http://www.ft.com/dollar-strengthens-euro-economy	Financial Times	b	xG3nKt7mPsYvLw1xJhDgAb	www.ft.com	1394470410698
42	Pfizer Completes 43 Billion Dollar Acquisition of Seagen	http://www.reuters.com/article/pfizer-seagen-acquisition	Reuters	b	zI5nRt9mKsYvWx3qJhFgBb	www.reuters.com	1394470411698
43	Small Business Confidence Index Hits Lowest Level in Decade	http://www.cnbc.com/small-business-confidence-low	CNBC	b	bK7nKt2mPsYvLw5xJhDgCb	www.cnbc.com	1394470412698
44	Costco Membership Fee Increase Boosts Revenue Outlook	http://www.bloomberg.com/news/costco-membership-fee-increase	Bloomberg	b	dM9nRt4mKsYvWx7qJhFgDb	www.bloomberg.com	1394470413698
45	US Housing Starts Fall 14 Percent as Mortgage Rates Climb	http://www.wsj.com/articles/housing-starts-fall-mortgage-rates	Wall Street Journal	b	fO2nKt6mPsYvLw9xJhDgEb	www.wsj.com	1394470414698
46	Exxon Mobil Profits Soar on Rising Global Energy Prices	http://www.reuters.com/article/exxon-profits-energy-prices	Reuters	b	hQ4nKt8mPsYvLw2xJhDgFb	www.reuters.com	1394470415698
47	Nike Revenue Misses Estimates as China Sales Weaken	http://www.bloomberg.com/news/nike-revenue-misses-china	Bloomberg	b	jS6nRt1mKsYvWx4qJhDgGb	www.bloomberg.com	1394470416698
48	Crypto Exchange FTX Files for Bankruptcy Protection	http://www.wsj.com/articles/ftx-files-bankruptcy	Wall Street Journal	b	lU8nKt3mPsYvLw6xJhDgHb	www.wsj.com	1394470417698
49	US Consumer Confidence Rises to Highest Level Since February	http://www.cnbc.com/consumer-confidence-rises-february	CNBC	b	nW1nRt5mKsYvWx8qJhDgIb	www.cnbc.com	1394470418698
50	Delta Air Lines Reports Record Summer Travel Revenue	http://www.ft.com/delta-record-summer-revenue	Financial Times	b	pY3nKt7mPsYvLw1xJhDgJb	www.ft.com	1394470419698
51	Procter and Gamble Raises Prices Across Product Lines	http://www.reuters.com/article/pg-raises-prices-products	Reuters	b	rA5nRt9mKsYvWx3qJhDgKb	www.reuters.com	1394470420698
52	Morgan Stanley Cuts 3000 Jobs in Latest Round of Layoffs	http://www.bloomberg.com/news/morgan-stanley-cuts-jobs	Bloomberg	b	tC7nKt2mPsYvLw5xJhDgLb	www.bloomberg.com	1394470421698
53	US Trade Deficit Narrows as Exports Hit Record High	http://www.wsj.com/articles/trade-deficit-narrows-exports	Wall Street Journal	b	vE9nRt4mKsYvWx7qJhDgMb	www.wsj.com	1394470422698
54	Caterpillar Earnings Beat Expectations on Strong Construction Demand	http://www.cnbc.com/caterpillar-earnings-beat-construction	CNBC	b	xG2nKt6mPsYvLw9xJhDgNb	www.cnbc.com	1394470423698
55	Japan Central Bank Ends Negative Interest Rate Policy	http://www.ft.com/japan-ends-negative-rate-policy	Financial Times	b	zI4nRt8mKsYvWx2qJhDgOb	www.ft.com	1394470424698
56	Chevron to Acquire Hess Corporation for 53 Billion Dollars	http://www.reuters.com/article/chevron-acquires-hess	Reuters	b	bK6nKt1mPsYvLw4xJhDgPb	www.reuters.com	1394470425698
57	UnitedHealth Group Revenue Tops 100 Billion for First Time	http://www.bloomberg.com/news/unitedhealth-revenue-100-billion	Bloomberg	b	dM8nRt3mKsYvWx6qJhDgQb	www.bloomberg.com	1394470426698
58	US Retail Sales Rise 0.7 Percent in Surprise Holiday Surge	http://www.wsj.com/articles/retail-sales-rise-holiday-surge	Wall Street Journal	b	fO1nKt5mPsYvLw8xJhDgRb	www.wsj.com	1394470427698
59	Ford Motor Company Scales Back Electric Vehicle Production Plans	http://www.cnbc.com/ford-scales-back-ev-production	CNBC	b	hQ3nRt7mKsYvWx1qJhDgSb	www.cnbc.com	1394470428698
60	Swiss National Bank Shocks Markets With Surprise Rate Cut	http://www.ft.com/swiss-bank-surprise-rate-cut	Financial Times	b	jS5nKt9mPsYvLw3xJhDgTb	www.ft.com	1394470429698
61	Coca Cola Reports Strong International Sales Growth	http://www.reuters.com/article/coca-cola-international-sales	Reuters	b	lU7nRt2mKsYvWx5qJhDgUb	www.reuters.com	1394470430698
62	Goldman Sachs Plans Major Expansion Into Private Credit Market	http://www.bloomberg.com/news/goldman-private-credit-expansion	Bloomberg	b	nW9nKt4mPsYvLw7xJhDgVb	www.bloomberg.com	1394470431698
63	US Manufacturing Index Falls Below 50 Signaling Contraction	http://www.wsj.com/articles/manufacturing-index-contraction	Wall Street Journal	b	pY2nRt6mKsYvWx9qJhDgWb	www.wsj.com	1394470432698
64	Airbus Overtakes Boeing in Annual Aircraft Deliveries	http://www.cnbc.com/airbus-overtakes-boeing-deliveries	CNBC	b	rA4nKt8mPsYvLw2xJhDgXb	www.cnbc.com	1394470433698
65	British Pound Falls to Record Low Against US Dollar	http://www.ft.com/british-pound-record-low-dollar	Financial Times	b	tC6nRt1mKsYvWx4qJhDgYb	www.ft.com	1394470434698
66	Citigroup Announces Plans to Exit Consumer Banking in 14 Countries	http://www.reuters.com/article/citigroup-exit-consumer-banking	Reuters	b	vE8nKt3mPsYvLw6xJhDgZb	www.reuters.com	1394470435698
67	Amazon Web Services Revenue Growth Accelerates to 16 Percent	http://www.bloomberg.com/news/aws-revenue-growth-accelerates	Bloomberg	b	xG1nRt5mKsYvWx8qJhDg1b	www.bloomberg.com	1394470436698
68	US Inflation Rate Drops to 3.2 Percent in October	http://www.wsj.com/articles/us-inflation-drops-october	Wall Street Journal	b	zI3nKt7mPsYvLw1xJhDg2b	www.wsj.com	1394470437698
69	Lockheed Martin Wins 17 Billion Dollar Pentagon Contract	http://www.cnbc.com/lockheed-martin-pentagon-contract	CNBC	b	bK5nRt9mKsYvWx3qJhDg3b	www.cnbc.com	1394470438698
70	Australian Dollar Tumbles After Reserve Bank Holds Rates Steady	http://www.ft.com/australian-dollar-reserve-bank-rates	Financial Times	b	dM7nKt2mPsYvLw5xJhDg4b	www.ft.com	1394470439698
71	Johnson and Johnson Splits Into Two Publicly Traded Companies	http://www.reuters.com/article/jnj-splits-two-companies	Reuters	b	fO9nRt4mKsYvWx7qJhDg5b	www.reuters.com	1394470440698
72	Dow Jones Industrial Average Closes Above 40000 for First Time	http://www.bloomberg.com/news/dow-jones-closes-above-40000	Bloomberg	b	hQ2nKt6mPsYvLw9xJhDg6b	www.bloomberg.com	1394470441698
73	Intel Reports Quarterly Loss as PC Market Continues to Decline	http://www.wsj.com/articles/intel-quarterly-loss-pc-decline	Wall Street Journal	b	jS4nRt8mKsYvWx2qJhDg7b	www.wsj.com	1394470442698
74	Alibaba Shares Surge After Announcing Major Stock Buyback Program	http://www.cnbc.com/alibaba-shares-surge-buyback	CNBC	b	lU6nKt1mPsYvLw4xJhDg8b	www.cnbc.com	1394470443698
75	German Economy Enters Recession After Two Quarters of Contraction	http://www.ft.com/german-economy-recession-contraction	Financial Times	b	nW8nRt3mKsYvWx6qJhDg9b	www.ft.com	1394470444698
76	Merck Pharmaceutical Revenue Jumps 12 Percent on Cancer Drug Sales	http://www.reuters.com/article/merck-revenue-cancer-drug	Reuters	b	pY1nKt5mPsYvLw8xJhDgAc	www.reuters.com	1394470445698
77	Wells Fargo Fined 3.7 Billion for Consumer Lending Violations	http://www.bloomberg.com/news/wells-fargo-fined-lending	Bloomberg	b	rA3nRt7mKsYvWx1qJhDgBc	www.bloomberg.com	1394470446698
78	US Pending Home Sales Drop to Lowest Level in 20 Years	http://www.wsj.com/articles/pending-home-sales-drop-20-year	Wall Street Journal	b	tC5nKt9mPsYvLw3xJhDgCc	www.wsj.com	1394470447698
79	Nvidia Market Cap Surpasses 2 Trillion Dollars on AI Chip Demand	http://www.cnbc.com/nvidia-market-cap-2-trillion	CNBC	b	vE7nRt2mKsYvWx5qJhDgDc	www.cnbc.com	1394470448698
80	South Korea Exports Rise for First Time in 13 Months	http://www.ft.com/south-korea-exports-rise-13-months	Financial Times	b	xG9nKt4mPsYvLw7xJhDgEc	www.ft.com	1394470449698
81	McDonalds Global Same Store Sales Beat Analyst Expectations	http://www.reuters.com/article/mcdonalds-same-store-sales-beat	Reuters	b	zI2nRt6mKsYvWx9qJhDgFc	www.reuters.com	1394470450698
82	BlackRock Assets Under Management Reach Record 10 Trillion	http://www.bloomberg.com/news/blackrock-assets-10-trillion	Bloomberg	b	bK4nKt8mPsYvLw2xJhDgGc	www.bloomberg.com	1394470451698
83	US Auto Sales Surge as Dealers Offer Year End Incentives	http://www.wsj.com/articles/auto-sales-surge-year-end	Wall Street Journal	b	dM6nRt1mKsYvWx4qJhDgHc	www.wsj.com	1394470452698
84	Semiconductor Stocks Rally on Strong Chip Demand Forecast	http://www.cnbc.com/semiconductor-stocks-rally-demand	CNBC	b	fO8nKt3mPsYvLw6xJhDgIc	www.cnbc.com	1394470453698
85	India GDP Growth Surges to 7.8 Percent Beating All Forecasts	http://www.ft.com/india-gdp-growth-surges	Financial Times	b	hQ1nRt5mKsYvWx8qJhDgJc	www.ft.com	1394470454698
86	PayPal Shares Jump 15 Percent After New CEO Outlines Growth Strategy	http://www.reuters.com/article/paypal-shares-jump-ceo-strategy	Reuters	b	jS3nKt7mPsYvLw1xJhDgKc	www.reuters.com	1394470455698
87	US Federal Budget Deficit Widens to 1.7 Trillion Dollars	http://www.bloomberg.com/news/federal-budget-deficit-widens	Bloomberg	b	lU5nRt9mKsYvWx3qJhDgLc	www.bloomberg.com	1394470456698
88	Kroger and Albertsons Merger Blocked by Federal Judge	http://www.wsj.com/articles/kroger-albertsons-merger-blocked	Wall Street Journal	b	nW7nKt2mPsYvLw5xJhDgMc	www.wsj.com	1394470457698
89	Global Copper Prices Hit Record High on Supply Shortage	http://www.cnbc.com/copper-prices-record-supply-shortage	CNBC	b	pY9nRt4mKsYvWx7qJhDgNc	www.cnbc.com	1394470458698
90	European Union Imposes New Tariffs on Chinese Electric Vehicles	http://www.ft.com/eu-tariffs-chinese-electric-vehicles	Financial Times	b	rA2nKt6mPsYvLw9xJhDgOc	www.ft.com	1394470459698
91	Salesforce Revenue Tops 9 Billion as Cloud Demand Grows	http://www.reuters.com/article/salesforce-revenue-cloud-demand	Reuters	b	tC4nRt8mKsYvWx2qJhDgPc	www.reuters.com	1394470460698
92	Warren Buffett Sells Half of Berkshire Apple Stake Worth 80 Billion	http://www.bloomberg.com/news/buffett-sells-apple-stake	Bloomberg	b	vE6nKt1mPsYvLw4xJhDgQc	www.bloomberg.com	1394470461698
93	US Initial Jobless Claims Fall to Lowest Level Since September	http://www.wsj.com/articles/jobless-claims-fall-lowest	Wall Street Journal	b	xG8nRt3mKsYvWx6qJhDgRc	www.wsj.com	1394470462698
94	Spotify Raises Premium Subscription Price in 53 Markets	http://www.cnbc.com/spotify-raises-premium-price	CNBC	b	zI1nKt5mPsYvLw8xJhDgSc	www.cnbc.com	1394470463698
95	Brazil Central Bank Cuts Interest Rate to 10.75 Percent	http://www.ft.com/brazil-central-bank-cuts-rate	Financial Times	b	bK3nRt7mKsYvWx1qJhDgTc	www.ft.com	1394470464698
96	3M Company Agrees to Pay 6 Billion to Settle Earplug Lawsuits	http://www.reuters.com/article/3m-settles-earplug-lawsuits	Reuters	b	dM5nKt9mPsYvLw3xJhDgUc	www.reuters.com	1394470465698
97	Hedge Fund Industry Assets Reach Record 4.3 Trillion Dollars	http://www.bloomberg.com/news/hedge-fund-assets-record	Bloomberg	b	fO7nRt2mKsYvWx5qJhDgVc	www.bloomberg.com	1394470466698
98	US New Home Construction Rebounds After Three Month Decline	http://www.wsj.com/articles/new-home-construction-rebounds	Wall Street Journal	b	hQ9nKt4mPsYvLw7xJhDgWc	www.wsj.com	1394470467698
99	Qualcomm Stock Rises on Strong Mobile Chip Sales Outlook	http://www.cnbc.com/qualcomm-stock-rises-chip-sales	CNBC	b	jS2nRt6mKsYvWx9qJhDgXc	www.cnbc.com	1394470468698
100	Turkey Raises Interest Rates to 45 Percent to Fight Inflation	http://www.ft.com/turkey-raises-rates-45-percent	Financial Times	b	lU4nKt8mPsYvLw2xJhDgYc	www.ft.com	1394470469698
101	Deere and Company Cuts Production as Farm Equipment Demand Slows	http://www.reuters.com/article/deere-cuts-production-demand	Reuters	b	nW6nRt1mKsYvWx4qJhDgZc	www.reuters.com	1394470470698
102	Mastercard Quarterly Profit Rises 18 Percent on Travel Spending	http://www.bloomberg.com/news/mastercard-profit-rises-travel	Bloomberg	b	pY8nKt3mPsYvLw6xJhDg1c	www.bloomberg.com	1394470471698
103	US Existing Home Sales Fall to Lowest Pace in 13 Years	http://www.wsj.com/articles/existing-home-sales-fall-13-year	Wall Street Journal	b	rA1nRt5mKsYvWx8qJhDg2c	www.wsj.com	1394470472698
104	AMD Gains Market Share From Intel in Server Processor Segment	http://www.cnbc.com/amd-gains-market-share-intel-server	CNBC	b	tC3nKt7mPsYvLw1xJhDg3c	www.cnbc.com	1394470473698
105	Canadian Dollar Weakens as Oil Prices Decline Sharply	http://www.ft.com/canadian-dollar-weakens-oil-decline	Financial Times	b	vE5nRt9mKsYvWx3qJhDg4c	www.ft.com	1394470474698
106	Lululemon Stock Drops After Lowering Full Year Revenue Guidance	http://www.reuters.com/article/lululemon-stock-drops-guidance	Reuters	b	xG7nKt2mPsYvLw5xJhDg5c	www.reuters.com	1394470475698
107	US Corporate Bond Issuance Hits Record 1.4 Trillion in 2024	http://www.bloomberg.com/news/corporate-bond-issuance-record	Bloomberg	b	zI9nRt4mKsYvWx7qJhDg6c	www.bloomberg.com	1394470476698
108	Volkswagen Announces Plans to Close Three German Factories	http://www.wsj.com/articles/volkswagen-close-german-factories	Wall Street Journal	b	bK2nKt6mPsYvLw9xJhDg7c	www.wsj.com	1394470477698
109	US Producer Price Index Rises 0.3 Percent in November	http://www.cnbc.com/producer-price-index-rises-november	CNBC	b	dM4nRt8mKsYvWx2qJhDg8c	www.cnbc.com	1394470478698
110	Mexican Peso Strengthens After Central Bank Holds Rates at 11 Percent	http://www.ft.com/mexican-peso-central-bank-rates	Financial Times	b	fO6nKt1mPsYvLw4xJhDg9c	www.ft.com	1394470479698
111	Broadcom Completes 69 Billion Dollar Acquisition of VMware	http://www.reuters.com/article/broadcom-acquires-vmware	Reuters	b	hQ8nRt3mKsYvWx6qJhDgAd	www.reuters.com	1394470480698
112	US Consumer Spending Rises 0.8 Percent Beating Expectations	http://www.bloomberg.com/news/consumer-spending-rises-beat	Bloomberg	b	jS1nKt5mPsYvLw8xJhDgBd	www.bloomberg.com	1394470481698
113	FedEx Profit Falls as Package Delivery Volumes Decline	http://www.wsj.com/articles/fedex-profit-falls-volumes	Wall Street Journal	b	lU3nRt7mKsYvWx1qJhDgCd	www.wsj.com	1394470482698
114	Global Gold Prices Surge Past 2400 Dollars Per Ounce	http://www.cnbc.com/gold-prices-surge-2400-ounce	CNBC	b	nW5nKt9mPsYvLw3xJhDgDd	www.cnbc.com	1394470483698
115	Singapore Economy Grows 3.2 Percent Outpacing Regional Peers	http://www.ft.com/singapore-economy-grows-regional	Financial Times	b	pY7nRt2mKsYvWx5qJhDgEd	www.ft.com	1394470484698
116	Marathon Petroleum Reports Record Refining Margins in Q2	http://www.reuters.com/article/marathon-petroleum-refining-margins	Reuters	b	rA9nKt4mPsYvLw7xJhDgFd	www.reuters.com	1394470485698
117	US Durable Goods Orders Rise 1.4 Percent in Strong Rebound	http://www.bloomberg.com/news/durable-goods-orders-rise	Bloomberg	b	tC2nRt6mKsYvWx9qJhDgGd	www.bloomberg.com	1394470486698
118	Rivian Stock Plunges After Cutting Annual Production Target	http://www.wsj.com/articles/rivian-stock-plunges-production	Wall Street Journal	b	vE4nKt8mPsYvLw2xJhDgHd	www.wsj.com	1394470487698
119	US Personal Savings Rate Drops to Lowest Level Since 2008	http://www.cnbc.com/personal-savings-rate-drops-2008	CNBC	b	xG6nRt1mKsYvWx4qJhDgId	www.cnbc.com	1394470488698
120	Norway Sovereign Wealth Fund Returns 16 Percent in Record Year	http://www.ft.com/norway-sovereign-wealth-fund-record	Financial Times	b	zI8nKt3mPsYvLw6xJhDgJd	www.ft.com	1394470489698
121	OpenAI Launches GPT-5 With Advanced Reasoning Capabilities	http://www.theverge.com/openai-gpt5-advanced-reasoning	The Verge	t	bK1nRt5mKsYvWx8qJhDgKd	www.theverge.com	1394470490698
122	Scientists Achieve Major Breakthrough in Nuclear Fusion Energy	http://www.nature.com/nuclear-fusion-energy-breakthrough	Nature	t	dM3nKt7mPsYvLw1xJhDgLd	www.nature.com	1394470491698
123	Apple Vision Pro Mixed Reality Headset Goes on Sale Worldwide	http://www.cnet.com/apple-vision-pro-sale-worldwide	CNET	t	fO5nRt9mKsYvWx3qJhDgMd	www.cnet.com	1394470492698
124	James Webb Telescope Discovers New Earth Like Exoplanet	http://www.space.com/james-webb-earth-like-exoplanet	Space.com	t	hQ7nKt2mPsYvLw5xJhDgNd	www.space.com	1394470493698
125	Meta Releases Open Source Large Language Model Llama 3	http://www.wired.com/meta-open-source-llama-3	Wired	t	jS9nRt4mKsYvWx7qJhDgOd	www.wired.com	1394470494698
126	Quantum Computer Solves Problem That Would Take Classical Machine 10000 Years	http://www.scientificamerican.com/quantum-computer-solves-problem	Scientific American	t	lU2nKt6mPsYvLw9xJhDgPd	www.scientificamerican.com	1394470495698
127	Tesla Unveils Humanoid Robot Optimus at Annual Shareholder Meeting	http://www.theverge.com/tesla-optimus-robot-shareholder	The Verge	t	nW4nRt8mKsYvWx2qJhDgQd	www.theverge.com	1394470496698
128	CRISPR Gene Editing Used to Cure Sickle Cell Disease in Clinical Trial	http://www.nature.com/crispr-sickle-cell-cure-trial	Nature	t	pY6nKt1mPsYvLw4xJhDgRd	www.nature.com	1394470497698
129	Google DeepMind AI System Discovers New Materials for Solar Panels	http://www.wired.com/deepmind-ai-solar-panel-materials	Wired	t	rA8nRt3mKsYvWx6qJhDgSd	www.wired.com	1394470498698
130	SpaceX Starship Completes First Successful Orbital Flight	http://www.space.com/spacex-starship-orbital-flight-success	Space.com	t	tC1nKt5mPsYvLw8xJhDgTd	www.space.com	1394470499698
131	Microsoft Copilot AI Assistant Now Available in All Office Apps	http://www.theverge.com/microsoft-copilot-all-office-apps	The Verge	t	vE3nRt7mKsYvWx1qJhDgUd	www.theverge.com	1394470500698
132	Researchers Create First Synthetic Human Embryo Without Sperm or Egg	http://www.nature.com/synthetic-human-embryo-created	Nature	t	xG5nKt9mPsYvLw3xJhDgVd	www.nature.com	1394470501698
133	Amazon Launches Drone Delivery Service in Major US Cities	http://www.cnet.com/amazon-drone-delivery-us-cities	CNET	t	zI7nRt2mKsYvWx5qJhDgWd	www.cnet.com	1394470502698
134	New Superconductor Material Works at Room Temperature Scientists Report	http://www.scientificamerican.com/superconductor-room-temperature	Scientific American	t	bK9nKt4mPsYvLw7xJhDgXd	www.scientificamerican.com	1394470503698
135	Neuralink Brain Implant Allows Paralyzed Patient to Control Computer	http://www.wired.com/neuralink-brain-implant-paralyzed	Wired	t	dM2nRt6mKsYvWx9qJhDgYd	www.wired.com	1394470504698
136	NASA Artemis Mission Successfully Lands Astronauts on Moon	http://www.nasa.gov/artemis-moon-landing-success	NASA	t	fO4nKt8mPsYvLw2xJhDgZd	www.nasa.gov	1394470505698
137	Samsung Develops Solid State Battery With 600 Mile Range for EVs	http://www.cnet.com/samsung-solid-state-battery-ev	CNET	t	hQ6nRt1mKsYvWx4qJhDg1d	www.cnet.com	1394470506698
138	Anthropic Releases Claude 4 With Improved Safety and Capabilities	http://www.theverge.com/anthropic-claude-4-release	The Verge	t	jS8nKt3mPsYvLw6xJhDg2d	www.theverge.com	1394470507698
139	Astronomers Detect Radio Signal From Potentially Habitable Planet	http://www.space.com/radio-signal-habitable-planet	Space.com	t	lU1nRt5mKsYvWx8qJhDg3d	www.space.com	1394470508698
